Kanji#Reading#JLPT#Type#Meaning
['一端']#[['いっぱし']]#1#['&adj-no;', '&adv;']#['fully fledged', 'full-fledged', 'proper', 'competent', 'qualified', 'full-grown']
['一遍']#[['いっぺん']]#1#['&n;', '&adv;']#['once', 'one time']
['一刹那']#[['いっせつな']]#1#['&n;', '&adv;']#['(a) moment', 'an instant']
['芋蔓式']#[['いもづるしき']]#1#['&adv;']#['one after another', 'in succession']
['叡聞に']#[['えいぶんに']]#1#['&adv;']#[\"(in the) emperor's hearing\"]
['遠慮なく']#[['えんりょなく']]#1#['&adv;']#['without reservation', 'freely', 'frankly']
['下旬']#[['げじゅん']]#1#['&n;', '&adv;']#['last third of a month', '21st to the last day of a month']
['我ながら']#[['われながら']]#1#['&adv;']#['even if I say so myself', 'for me (to do such a thing)']
['我先に']#[['われさきに']]#1#['&adv;']#['self first', 'striving to be first', 'scrambling for']
['我知らず']#[['われしらず']]#1#['&adv;']#['involuntarily', 'instinctively', 'without realizing', 'unconsciously']
['概して']#[['がいして']]#1#['&adv;']#['generally', 'as a rule']
['概ね']#[['おおむね']]#1#['&adv;']#['in general', 'generally', 'mostly', 'roughly', 'largely', 'mainly', 'on the whole', 'by and large']
['概略']#[['がいりゃく']]#1#['&n;', '&adv;']#['outline', 'summary', 'gist', 'in brief']
['隔年']#[['かくねん']]#1#['&n;', '&adv;']#['biennially', 'every second year', 'every other year']
['且つ']#[['かつ']]#1#['&conj;', '&adv;']#['and', 'moreover', 'besides', 'as well as', 'and on top of that', 'at the same time']
['敢えて']#[['あえて']]#1#['&adv;']#['purposely (of something needless, unexpected or seemingly counterproductive, etc.)', 'daringly (doing something)', 'deliberately', 'intentionally']
['敢え無く']#[['あえなく']]#1#['&adv;']#['sadly', 'tragically']
['奇しくも']#[['くしくも']]#1#['&adv;']#['strangely', 'oddly', 'miraculously', 'mysteriously']
['幾つ']#[['いくつ']]#1#['&adv;']#['how many']
['幾ら']#[['いくら']]#1#['&n;', '&adv;']#['how much']
['幾多']#[['いくた']]#1#['&adj-no;', '&adv;', '&n;']#['many', 'numerous']
['既に']#[['すでに'], ['すんでに']]#1#['&adv;']#['already', 'too late']
['紀元後']#[['きげんご']]#1#['&n;', '&adv;']#['post-era']
['紀元前']#[['きげんぜん']]#1#['&n;', '&adv;']#['pre-era', 'BC', 'BCE']
['宜しく']#[['よろしく']]#1#['&exp;', '&adv;']#['well', 'properly', 'suitably']
['吃驚']#[['びっくり'], ['ビックリ']]#1#['&vs;', '&adv;']#['to be surprised', 'to be amazed', 'to be frightened', 'to be astonished', 'to get startled', 'to jump']
['却って']#[['かえって']]#1#['&adv;']#['on the contrary', 'rather', 'instead', 'all the more']
['及ばずながら']#[['およばずながら']]#1#['&adv;']#['to the best of my ability, poor though it be']
['挙げて']#[['あげて']]#1#['&adv;']#['all', 'whole', 'en masse']
['挙って']#[['こぞって']]#1#['&adv;']#['all', 'all together', 'unanimously']
['仰山']#[['ぎょうさん'], ['ぎょーさん']]#1#['&adj-na;', '&adv;']#['a lot', 'plenty', 'abundant', 'great many']
['謹んで']#[['つつしんで']]#1#['&adv;']#['respectfully', 'humbly', 'reverently']
['九分九厘']#[['くぶくりん']]#1#['&n;', '&adv;']#['ten to one', 'nine cases out of ten']
['厳に']#[['げんに']]#1#['&adv;']#['strictly', 'severely', 'rigidly']
['呉れ呉れも']#[['くれぐれも']]#1#['&adv;']#['sincerely', 'earnestly']
['今暁']#[['こんぎょう']]#1#['&n;', '&adv;']#['this morning (at dawn)']
['今宵']#[['こよい']]#1#['&n;', '&adv;']#['this evening', 'tonight']
['暫時']#[['ざんじ']]#1#['&n;', '&adv;', '&adj-no;']#['short while']
['至って']#[['いたって']]#1#['&adv;']#['very much', 'exceedingly', 'extremely']
['爾後']#[['じご']]#1#['&n;', '&adv;']#['thereafter']
['爾来']#[['じらい']]#1#['&adv;']#['since then', 'after that']
['疾っくに']#[['とっくに']]#1#['&adv;']#['long ago', 'already', 'a long time ago']
['斜めに']#[['ななめに']]#1#['&adv;']#['diagonally', 'obliquely', 'slantingly', 'slantwise']
['遮二無二']#[['しゃにむに']]#1#['&adv;']#['desperately', 'recklessly', 'rush headlong']
['殊に']#[['ことに']]#1#['&adv;']#['especially', 'particularly', 'unusually', 'above all']
['殊の外']#[['ことのほか']]#1#['&adv;']#['exceedingly', 'extremely', 'exceptionally', 'unusually']
['就中']#[['なかんずく'], ['なかんづく']]#1#['&adv;']#['especially', 'above all', 'particularly', 'among other things']
['従来']#[['じゅうらい']]#1#['&n;', '&adv;']#['up to now', 'so far']
['瞬間']#[['しゅんかん']]#1#['&n;', '&adv;']#['moment', 'second', 'instant']
['順繰り']#[['じゅんぐり']]#1#['&adv;']#['in turns', 'alternately', 'in order']
['徐ろに']#[['おもむろに']]#1#['&adv;']#['suddenly', 'abruptly']
['商売柄']#[['しょうばいがら']]#1#['&n;', '&adv;']#[\"nature of one's business\", 'business instinct']
['宵の口']#[['よいのくち']]#1#['&n;', '&adv;']#['nightfall', 'early evening']
['尚']#[['なお']]#1#['&adv;']#['still', 'yet']
['尚且つ']#[['なおかつ']]#1#['&adv;']#['besides', 'furthermore', 'on top of that']
['尚更']#[['なおさら']]#1#['&adv;']#['still more', 'even more', 'all the more']
['詳しく']#[['くわしく']]#1#['&adv;']#['in detail', 'fully', 'minutely', 'at length']
['上旬']#[['じょうじゅん']]#1#['&n;', '&adv;']#['first 10 days of month']
['甚く']#[['いたく']]#1#['&adv;']#['exceedingly']
['甚だ']#[['はなはだ']]#1#['&adv;']#['very', 'greatly', 'exceedingly']
['甚だ以て']#[['はなはだもって']]#1#['&exp;', '&adv;']#['exceedingly']
['遂に']#[['ついに']]#1#['&adv;']#['finally', 'at last']
['随時']#[['ずいじ']]#1#['&adv;']#['whenever necessary', 'as needed', 'as required', 'as occasion demands']
['是が非でも']#[['ぜがひでも']]#1#['&exp;', '&adv;']#['rightly or wrongly', 'by all possible means']
['是非']#[['ぜひ']]#1#['&adv;']#['certainly', 'without fail']
['成る丈']#[['なるたけ'], ['なるだけ']]#1#['&adv;']#['as (much) as possible', 'as (much) as one can', 'wherever practicable', 'if possible']
['誠に']#[['まことに'], ['しんに']]#1#['&adv;']#['indeed', 'really', 'absolutely', 'truly', 'actually', 'very', 'quite']
['千里']#[['せんり']]#1#['&n;', '&adv;']#['1000 ri', '(a) long distance']
['漸く']#[['ようやく']]#1#['&adv;']#['finally', 'at last']
['倉皇']#[['そうこう']]#1#['&adv-to;', '&adv;', '&adj-t;']#['hurriedly', 'in a hurry', 'in great haste']
['早暁']#[['そうぎょう']]#1#['&n;', '&adv;']#['daybreak', 'dawn']
['即刻']#[['そっこく']]#1#['&n;', '&adv;']#['immediately', 'at once', 'instantly']
['即座に']#[['そくざに']]#1#['&adv;']#['immediately', 'right away', 'on the spot']
['即日']#[['そくじつ']]#1#['&n;', '&adv;']#['(on) the same day']
['俗に']#[['ぞくに']]#1#['&adv;']#['as slang', 'commonly']
['体裁よく']#[['ていさいよく']]#1#['&adv;']#['tastefully', 'respectfully', 'decently']
['怠らずに']#[['おこたらずに']]#1#['&adv;']#['carefully']
['怠りなく']#[['おこたりなく']]#1#['&adv;']#['diligently', 'faithfully', 'without fail', 'without blundering']
['態と']#[['わざと']]#1#['&adv;']#['on purpose', 'deliberately', 'intentionally']
['大概']#[['たいがい']]#1#['&adv;']#['generally', 'mainly', 'usually', 'normally', 'mostly', 'for the most part']
['大抵']#[['たいてい']]#1#['&adj-na;', '&adv;', '&n;']#['mostly', 'ordinarily', 'usually', 'generally']
['大凡']#[['おおよそ']]#1#['&adv;']#['about', 'roughly', 'approximately']
['脱兎のごとく']#[['だっとのごとく']]#1#['&exp;', '&adv;']#['(at) high speed', 'as fast as one can', 'with lightning speed']
['逐一']#[['ちくいち'], ['ちくいつ']]#1#['&adv;']#['one by one', 'in detail', 'minutely']
['逐次']#[['ちくじ']]#1#['&adv;']#['successively', 'one after another', 'sequentially', 'one by one']
['中旬']#[['ちゅうじゅん']]#1#['&n;', '&adv;']#['middle of a month', 'second third of a month', '11th to 20th day of a month']
['丁度']#[['ちょうど']]#1#['&adv;']#['exactly', 'precisely', 'just', 'right']
['徹頭徹尾']#[['てっとうてつび']]#1#['&adv;']#['thoroughly', 'through and through']
['途端に']#[['とたんに']]#1#['&adv;']#['just as', 'in the act of', 'as soon as', 'at the moment that']
['東岸沿いに']#[['とうがんぞいに']]#1#['&adv;']#['along the east coast', 'along the eastern seashore']
['内密に']#[['ないみつに']]#1#['&adv;']#['confidentially', 'privately', 'off the record']
['南岸沿いに']#[['なんがんぞいに']]#1#['&adv;']#['along the southern coast', 'along the southern seashore']
['如く']#[['ごとく']]#1#['&adv;']#['like', 'as if', 'the same as']
['如何して']#[['どうして']]#1#['&adv;']#['how', 'in what way', 'by what means']
['如何しても']#[['どうしても']]#1#['&exp;', '&adv;']#['by all means', 'at any cost', 'no matter what', 'at any rate', 'surely']
['如何に']#[['いかに']]#1#['&adv;']#['how', 'in what way']
['反射的に']#[['はんしゃてきに']]#1#['&adv;']#['reflexively', 'reflectively', 'by reflex']
['つかず離れず']#[['つかずはなれず']]#1#['&exp;', '&adv;']#['maintaining a reasonable distance', 'neutral position', 'indecision']
['伏して']#[['ふして']]#1#['&adv;']#['bowing down', 'humbly', 'respectfully']
['払暁']#[['ふつぎょう']]#1#['&n;', '&adv;']#['dawn', 'daybreak']
['奮って']#[['ふるって']]#1#['&adv;']#['energetically', 'strenuously', 'heartily']
['平素']#[['へいそ']]#1#['&n;', '&adv;']#['ordinary', 'in the past', 'usual', 'regular']
['偏に']#[['ひとえに']]#1#['&adv;']#['wholly (due to)', 'entirely', 'solely']
['片っ端から']#[['かたっぱしから']]#1#['&adv;']#['absolutely every little bit', 'everything from A to Z', 'systematically', 'thoroughly', 'one after another']
['便宜上']#[['べんぎじょう']]#1#['&adv;']#['for convenience', 'as a matter of convenience']
['飽かず']#[['あかず']]#1#['&exp;', '&adv;']#['with untiring zeal']
['飽くまで']#[['あくまで']]#1#['&adv;']#['to the end', 'to the bitter end', 'to the last', 'stubbornly', 'persistently', 'consistently', 'to the utmost']
['傍らに']#[['かたわらに']]#1#['&adv;']#['beside', 'nearby']
['某日']#[['ぼうじつ']]#1#['&n;', '&adv;']#['certain day']
['北岸沿いに']#[['ほくがんぞいに']]#1#['&adv;']#['along the north coast', 'along the northern sea shore']
['凡そ']#[['およそ']]#1#['&adv;']#['about', 'roughly', 'approximately']
['又']#[['また']]#1#['&adv;']#['again', 'once more', 'once again', 'another time', 'some other time']
['又しても']#[['またしても']]#1#['&adv;']#['again']
['又と']#[['またと']]#1#['&adv;']#['in addition', 'besides this', 'twice']
['又もや']#[['またもや']]#1#['&adv;']#['again (and again)', 'once again', 'yet again']
['唯でさえ']#[['ただでさえ']]#1#['&adv;']#['even at the best of times', 'already', '(even) under normal circumstances', 'in addition to', 'as it is']
['憂さを晴らしに']#[['うさをはらしに']]#1#['&exp;', '&adv;']#['for amusement', 'by way of diversion (distraction from grief)']
['猶予なく']#[['ゆうよなく']]#1#['&adv;']#['without delay', 'promptly']
['遥か']#[['はるか']]#1#['&adj-na;', '&adv;']#['far away', 'far off', 'far', 'distant', 'in the distance']
['遥かに']#[['はるかに']]#1#['&adv;']#['by far', 'far and away', 'much', 'far']
['刹那']#[['せつな']]#1#['&n;', '&adv;']#['moment', 'instant']
['唯に']#[['ただに']]#1#['&adv;']#['merely', 'only', 'simply']
['可惜']#[['あたら'], ['あったら']]#1#['&adv;']#['alas', 'regrettably', 'to my great regret', 'tragically']
['剰え']#[['あまつさえ'], ['あまっさえ']]#1#['&adv;']#['besides', 'moreover', 'in addition']
['如何']#[['いかん']]#1#['&adv;']#['how', 'in what way']
['幾ばくもなく']#[['いくばくもなく']]#1#['&adv;']#['not long after', 'before long']
['嫌々']#[['いやいや']]#1#['&adv;']#['unwillingly', 'grudgingly', 'reluctantly']
['往々']#[['おうおう']]#1#['&adv;']#['sometimes', 'often']
['兼々']#[['かねがね']]#1#['&adv;']#['since long ago', 'already', 'for quite a while', 'for some time now']
['爽々']#[['さわさわ']]#1#['&adv;']#['rustling']
['徐々に']#[['じょじょに']]#1#['&adv;']#['gradually', 'steadily', 'slowly', 'little by little', 'step by step', 'by degrees']
['只々']#[['ただただ']]#1#['&adv;']#['absolutely', 'only']
['没後']#[['ぼつご']]#1#['&n;', '&adv;']#['after death', 'posthumously']
['益々']#[['ますます']]#1#['&adv;']#['increasingly', 'more and more', 'decreasingly (when declining)', 'less and less']
['又々']#[['またまた']]#1#['&adv;']#['again (and again)', 'once again', 'yet again', '(there you go) again']
['満遍なく']#[['まんべんなく']]#1#['&adv;']#['equally', 'thoroughly', 'all over', 'uniformly', 'without exception', 'all around']
['妄りに']#[['みだりに']]#1#['&adv;']#['without authority']
['寧ろ']#[['むしろ']]#1#['&adv;']#['rather', 'better', 'instead', 'if anything']
['態々']#[['わざわざ']]#1#['&adv;']#['expressly', 'especially', 'taking the trouble (to do)', 'going to the trouble of (doing)', \"going out of one's way (to do)\"]
['倉皇として']#[['そうこうとして']]#1#['&exp;', '&adv;']#['in great haste', 'hurriedly', 'in a hurry']
['一挙に']#[['いっきょに']]#1#['&adv;']#['at a stroke', 'with a single swoop']
['一遍に']#[['いっぺんに']]#1#['&adv;']#['(all) at once', 'at the same time', 'in one go', 'in one sitting']
['是非とも']#[['ぜひとも']]#1#['&adv;']#['by all means', 'at all costs', 'absolutely']
['途端']#[['とたん']]#1#['&n;', '&adv;']#['just (now, at the moment, etc.)', 'just as', 'in the act of', 'as soon as', 'at the moment that']
['滅多に']#[['めったに']]#1#['&adv;']#['rarely', 'seldom']
['緩め']#[['ゆるめ']]#1#['&adj-no;', '&adv;']#['somewhat loose']
['誓って']#[['ちかって']]#1#['&adv;']#['surely', 'upon my word', 'by Jove']
['逐年']#[['ちくねん']]#1#['&adv;']#['annually', 'year by year']
['厳として']#[['げんとして']]#1#['&exp;', '&adv;']#['resolutely', 'determinedly', 'strictly', 'authoritatively', 'solemnly', 'gravely', 'starkly', 'undeniably']
['陰に陽に']#[['いんにように']]#1#['&adv;']#['(both) openly and covertly', 'publicly and privately', 'implicitly and explicitly']
['頑として']#[['がんとして']]#1#['&exp;', '&adv;']#['firmly, stubbornly']
['疾うに']#[['とうに']]#1#['&adv;']#['long ago', 'a long time ago', 'already']
['首尾よく']#[['しゅびよく']]#1#['&adv;']#['successfully', 'with success']
['又も']#[['またも']]#1#['&adv;']#['(once) again']
['矢先に']#[['やさきに']]#1#['&adv;']#['just when (one is about to ...)', 'just as', 'the very moment when', 'on the point of']
['尽日']#[['じんじつ']]#1#['&n;', '&adv;']#['all day long']
['漏れなく']#[['もれなく']]#1#['&adv;']#['without omission', 'in full']
['尚又']#[['なおまた']]#1#['&adv;']#['further', 'besides', 'moreover', 'in addition to']
['尚のこと']#[['なおのこと']]#1#['&exp;', '&adv;']#['all the more', 'still more']
['幾年']#[['いくねん'], ['いくとせ']]#1#['&n;', '&adv;']#['number of years']
['逐日']#[['ちくじつ']]#1#['&adv;']#['day by day', 'every day', 'with each passing day']
['旦夕']#[['たんせき']]#1#['&n;', '&adv;']#['on the brink of']
['所嫌わず']#[['ところきらわず']]#1#['&exp;', '&adv;']#['anywhere', 'everywhere', 'indiscriminate(ly)', 'no matter where']
['垣根越し']#[['かきねごし']]#1#['&adv;']#['over the fence (e.g. looking, conducting a conversation)']
['無慮']#[['むりょ']]#1#['&adv;']#['approximately']
['昨暁']#[['さくぎょう']]#1#['&n;', '&adv;']#['early yesterday morning']
['終始一貫']#[['しゅうしいっかん']]#1#['&adv;']#['consistently', 'unchangingly', 'throughout']
['寸分']#[['すんぶん'], ['すんぷん']]#1#['&n;', '&adv;']#['tiny bit']
['端なくも']#[['はしなくも']]#1#['&adv;']#['unexpectedly', 'by chance or accident']
['房房']#[['ふさふさ'], ['フサフサ']]#1#['&adj-na;', '&adv;', '&adv-to;', '&vs;']#['in tufts', 'tufty', 'bushy', 'thick', 'luxuriant']
['暇暇']#[['ひまひま']]#1#['&n;', '&adv;']#[\"one's leisure hours\"]
['日没後']#[['にちぼつご']]#1#['&n;', '&adv;']#['after sunset']
['密密']#[['みつみつ']]#1#['&adv;']#['secretly', 'privately']
['弥猛に']#[['やたけに']]#1#['&adv;']#['burning with desire']
['累月']#[['るいげつ']]#1#['&n;', '&adv;']#['a number of months']
['累日']#[['るいじつ']]#1#['&n;', '&adv;']#['many days']
['累世']#[['るいせい']]#1#['&n;', '&adv;']#['successive generations']
['累代']#[['るいだい']]#1#['&n;', '&adv;']#['successive generations']
['累年']#[['るいねん']]#1#['&n;', '&adv;']#['successive years']
['累次']#[['るいじ']]#1#['&n;', '&adv;']#['successive', 'repeated']
['飽くまでも']#[['あくまでも']]#1#['&adv;']#['to the last', 'persistency', 'thoroughness']
['粗粗']#[['あらあら']]#1#['&adv;']#['roughly']
['矢庭に']#[['やにわに']]#1#['&adv;']#['suddenly', 'instantly']
['如何許']#[['いかばかり']]#1#['&adv;']#['how much']
['神掛けて']#[['かみかけて']]#1#['&adv;']#['swear by god', 'absolutely']
['尚以て']#[['なおもって']]#1#['&adv;']#['all the more']
['尚々']#[['なおなお']]#1#['&adv;']#['all the more']
['幾ばく']#[['いくばく']]#1#['&adv;']#['how much', 'how many', 'what amount', 'what extent']
['某月']#[['ぼうげつ']]#1#['&n;', '&adv;']#['a certain month']
['心密かに']#[['こころひそかに']]#1#['&adv;']#['inwardly', 'secretly']
['月旦']#[['げったん']]#1#['&n;', '&adv;']#['first day of the month']
['露知らず']#[['つゆしらず']]#1#['&exp;', '&adv;']#['not knowing at all (that)', 'without the slightest idea (that)', 'completely unaware (that)']
['幾久しく']#[['いくひさしく']]#1#['&adv;']#['forever', 'eternally']
['締めて']#[['しめて']]#1#['&adv;']#['in all', 'all told']
['透かさず']#[['すかさず']]#1#['&adv;']#[\"without a moment's delay\"]
['努力も虚しく']#[['どりょくもむなしく']]#1#['&exp;', '&adv;']#['after efforts in vain']
['跡形も無く']#[['あとかたもなく']]#1#['&adv;']#['without leaving any trace']
['怪しい手つきで']#[['あやしいてつきで']]#1#['&exp;', '&adv;']#['clumsily', 'with clumsy hands']
['幾日も']#[['いくにちも']]#1#['&adv;']#['for many days']
['幾らでも']#[['いくらでも']]#1#['&adv;']#['as many as one likes', 'as much as one likes']
['一撃のもとに']#[['いちげきのもとに']]#1#['&exp;', '&adv;']#['with a single blow', 'with one stroke']
['恨めし気に']#[['うらめしげに']]#1#['&adv;']#['reproachfully']
['雲霞のごとく']#[['うんかのごとく']]#1#['&exp;', '&adv;']#['in swarms', 'in throngs', 'in droves', 'in hordes']
['惜しげなく']#[['おしげなく']]#1#['&adv;']#['freely', 'generously', 'liberally', 'ungrudgingly', 'unsparingly']
['惜しみ無く']#[['おしみなく']]#1#['&adv;']#['without stint', 'freely']
['柄にもなく']#[['がらにもなく']]#1#['&exp;', '&adv;']#['out of character', 'unlike one']
['性懲りもなく']#[['しょうこりもなく']]#1#['&exp;', '&adv;']#['incorrigibly', 'doggedly', \"in spite of one's negative experiences\"]
['誰が為に']#[['たがために']]#1#['&adv;']#['for whom']
['瞬く間に']#[['またたくまに']]#1#['&adv;']#['in the twinkling of an eye', 'in a flash']
['訳なく']#[['わけなく']]#1#['&adv;']#['easily', 'without difficulty']
['訳もなく']#[['わけもなく']]#1#['&exp;', '&adv;']#['without cause', 'without reason']
['惜しくも']#[['おしくも']]#1#['&adv;']#[\"to one's regret\", 'regrettably', \"to one's chagrin\"]
['往々にして']#[['おうおうにして']]#1#['&adv;']#['sometimes', 'occasionally', 'now and then', 'from time to time']
['余儀なく']#[['よぎなく']]#1#['&adv;']#['unavoidably', 'necessarily', 'inevitably']
['我にもあらず']#[['われにもあらず']]#1#['&adv;']#['absentmindedly', 'in spite of oneself']
['如何にも']#[['どうにも']]#1#['&adv;']#['(not) in any way', 'in no way', 'at all']
['弥の明後日']#[['やのあさって']]#1#['&n;', '&adv;']#['three days from today']
['遺憾なく']#[['いかんなく']]#1#['&adv;']#['amply', 'sufficiently', 'fully', 'completely', 'all out']
['須らく']#[['すべからく']]#1#['&adv;']#['absolutely (ought to)', 'by all means']
['篤と']#[['とくと']]#1#['&adv;']#['carefully', 'thoroughly', 'fully', 'deliberately']
['惜しげもなく']#[['おしげもなく']]#1#['&exp;', '&adv;']#['freely', 'generously', 'liberally', 'ungrudgingly', 'unsparingly']
['足繁く']#[['あししげく']]#1#['&adv;']#['frequently']
['気も狂わんばかり']#[['きもくるわんばかり']]#1#['&adv;']#['frantically', 'maddeningly', 'to distraction']
['幾度となく']#[['いくどとなく']]#1#['&adv;']#['on countless occasions', 'many a time']
['劣らず']#[['おとらず']]#1#['&adv;']#['with the best of them', 'as the next fellow']
['金輪奈落']#[['こんりんならく']]#1#['&n;', '&adv;']#['utmost limits', 'to the finish', 'to the (bitter) end', 'to the hilt', 'down to the bedrock']
['紫電一閃']#[['しでんいっせん']]#1#['&n;', '&adv;']#['flash of lightning', 'flash of a sword', 'brandishing a sword']
['可及的速やかに']#[['かきゅうてきすみやかに']]#1#['&adv;']#['as soon as possible', 'ASAP']
['呈示次第']#[['ていじしだい']]#1#['&n;', '&adv;']#['at (upon) presentation', 'when presented']
['のべつ幕なし']#[['のべつまくなし']]#1#['&adv;']#['without a break', 'without stopping', 'incessantly', 'ceaselessly']
['又候']#[['またぞろ']]#1#['&adv;']#['(yet) again']
['有り丈']#[['ありたけ'], ['ありだけ']]#1#['&n;', '&adv;']#['all that one has', 'all that there is', 'the whole']
['幾つでも']#[['いくつでも']]#1#['&adv;']#['great many', 'ever so many']
['遺恨十年']#[['いこんじゅうねん']]#1#['&n;', '&adv;']#[\"grudge of ten years' standing\", 'harbouring a grudge for many years']
['白刃一閃']#[['はくじんいっせん']]#1#['&n;', '&adv;']#['(with) a flash of a drawn sword', 'brandishing a sword']
['捩じり鉢巻きで']#[['ねじりはちまきで']]#1#['&exp;', '&adv;']#['as hard as one can', \"with one's whole heart\"]
['幾星霜']#[['いくせいそう']]#1#['&n;', '&adv;']#['many months and years']
['陰乍ら']#[['かげながら']]#1#['&adv;']#['secretly (cheer, pray, etc. for someone)', 'in secret', 'from the sidelines', 'at a distance']
['健闘むなしく']#[['けんとうむなしく']]#1#['&exp;', '&adv;']#['fighting in vain']
['幾晩も']#[['いくばんも']]#1#['&adv;']#['(for) several nights']
['突如として']#[['とつじょとして']]#1#['&adv;']#['suddenly', 'all of a sudden']
['如何とも']#[['どうとも']]#1#['&adv;']#['one way or the other', 'either way']
['如何とでも']#[['どうとでも']]#1#['&adv;']#['one way or the other', 'either way']
['幾度も']#[['いくども']]#1#['&adv;']#['many times']
['己と']#[['おのれと']]#1#['&adv;']#['all by itself', 'naturally', 'spontaneous', 'all by oneself']
['恨むらくは']#[['うらむらくは']]#1#['&exp;', '&adv;']#['I regret that', 'I feel terrible but', \"I'm sorry but\"]
['誠にもって']#[['まことにもって']]#1#['&exp;', '&adv;']#['in all sincerity', 'truthfully', 'honestly']
['に劣らず']#[['におとらず']]#1#['&adv;']#['just like', 'the same as', 'no different than']
['嫌いなく']#[['きらいなく']]#1#['&exp;', '&adv;', '&conj;']#['without discrimination', 'indiscriminate', 'without distinction', 'without differentiation']
['嫌わず']#[['きらわず']]#1#['&exp;', '&adv;', '&conj;']#['without discrimination', 'indiscriminate', 'without distinction', 'without differentiation']
['滅茶']#[['めっちゃ']]#1#['&adv;']#['very', 'extremely', 'excessively']
['幾日も幾日も']#[['いくにちもいくにちも']]#1#['&adv;']#['day after day', 'for many days', 'for days on end', 'day in, day out']
['疾う']#[['とう']]#1#['&adv;']#['quickly', 'swiftly']
['疾く']#[['とく']]#1#['&adv;']#['quickly', 'swiftly']
['滞りなく']#[['とどこおりなく']]#1#['&adv;']#['without delay', 'smoothly', 'without a hitch']
['忍び忍び']#[['しのびしのび']]#1#['&adv;']#['stealthily']
['に沿って']#[['にそって']]#1#['&exp;', '&adv;']#['along', 'parallel to', 'in accordance with']
['是非是非']#[['ぜひぜひ']]#1#['&adv;']#['certainly', 'by all means']
['馬鹿に']#[['ばかに'], ['バカに']]#1#['&adv;']#['ridiculously', 'unusually', 'exceptionally']
['片端から']#[['かたはしから']]#1#['&adv;']#['absolutely every little bit', 'everything from A to Z', 'systematically', 'thoroughly', 'one after another']
['如何あっても']#[['どうあっても']]#1#['&exp;', '&adv;']#['whatever the case', 'under any circumstances']
['丁と']#[['ちょうと']]#1#['&adv;']#['with a clang', 'with a bang', 'with a crash']
['威勢よく']#[['いせいよく']]#1#['&adv;']#['with energy', 'vigorously', 'cheerfully', 'assertively', 'lustily']
['容赦なく']#[['ようしゃなく']]#1#['&adv;']#['mercilessly', 'relentlessly', 'unsparingly']
['我にもなく']#[['われにもなく']]#1#['&adv;']#['in spite of oneself', 'absently', 'involuntarily']
['文句なく']#[['もんくなく']]#1#['&adv;']#['undisputedly', 'perfectly']
['陰に']#[['いんに']]#1#['&adv;']#['invisibly', 'secretly', 'privately']
['頻く頻く']#[['しくしく']]#1#['&adv;']#['incessantly', 'without stop']
['冴え冴え']#[['さえざえ']]#1#['&adv-to;', '&adv;', '&vs;']#['clearly', 'brightly', 'crisply']
['幾人か']#[['いくにんか']]#1#['&n;', '&adv;']#['several people', 'some people', 'a few people', 'a number of people']
['幾人も']#[['いくにんも']]#1#['&n;', '&adv;']#['many people', 'a large number of people']
['巡り巡って']#[['めぐりめぐって']]#1#['&adv;']#['(after) bouncing around from one place to the next']
['陰に日に']#[['かげにひに']]#1#['&adv;']#['at all times', 'at any time', 'in rain or shine', 'reliably']
['頻りと']#[['しきりと']]#1#['&adv;']#['frequently', 'repeatedly', 'often', 'incessantly', 'constantly']
