Kanji#Reading#JLPT#Type#Meaning
['臆面もない']#[['おくめんもない']]#3#['&exp;', '&adj-i;']#['bold', 'audacious', 'impudent', 'unashamed', 'unabashed']
['温い']#[['ぬるい'], ['ぬくい']]#3#['&adj-i;']#['lukewarm', 'tepid']
['温水']#[['おんすい']]#3#['&n;', '&adj-no;']#['warm water']
['温熱']#[['おんねつ']]#3#['&n;', '&adj-no;']#['warmth', 'heat']
['音調']#[['おんちょう']]#3#['&n;', '&adj-no;']#['tune', 'tone', 'intonation', 'melody', 'rhythm', 'harmony']
['音波']#[['おんぱ']]#3#['&n;', '&adj-no;']#['sound wave']
['下位']#[['かい']]#3#['&n;', '&adj-no;']#['low rank', 'lower position', 'subordinate position', 'lower order (e.g. byte)']
['下記']#[['かき']]#3#['&n;', '&adj-no;']#['the following']
['下級']#[['かきゅう']]#3#['&n;', '&adj-no;']#['lower grade', 'low class', 'junior (officer)']
['下積み']#[['したづみ']]#3#['&n;', '&adj-no;']#['goods piled beneath', 'lower layer']
['下側']#[['したがわ']]#3#['&n;', '&adj-no;']#['underside']
['化学的']#[['かがくてき']]#3#['&adj-na;']#['chemical']
['何時に無い']#[['いつにない']]#3#['&adj-i;']#['unusual', 'unwonted', 'uncharacteristic']
['家臣']#[['かしん']]#3#['&n;', '&adj-no;']#['vassal', 'retainer']
['家庭用']#[['かていよう']]#3#['&n;', '&adj-no;']#['(for) household use', 'home use', 'domestic use']
['家伝']#[['かでん']]#3#['&n;', '&adj-no;']#['family tradition']
['科学的']#[['かがくてき']]#3#['&adj-na;']#['scientific']
['果てしがない']#[['はてしがない']]#3#['&exp;', '&adj-i;']#['endless', 'boundless', 'fathomless', 'eternal']
['果てしない']#[['はてしない']]#3#['&adj-i;']#['endless', 'boundless', 'everlasting']
['果食']#[['かしょく']]#3#['&n;', '&adj-no;']#['fruit eating', 'eating fruit']
['果肉']#[['かにく']]#3#['&n;', '&adj-no;']#['flesh of fruit']
['果皮']#[['かひ']]#3#['&n;', '&adj-no;']#['pericarp (ripened ovary wall forming part of a fruit)']
['花形']#[['はながた'], ['かけい']]#3#['&n;', '&adj-no;']#['floral pattern', 'flourish', 'ornament']
['課外']#[['かがい']]#3#['&n;', '&adj-no;']#['extracurricular']
['画一的']#[['かくいつてき']]#3#['&adj-na;']#['uniform', 'standard']
['会期']#[['かいき']]#3#['&n;', '&adj-no;']#['session (of a legislature)']
['回帰的']#[['かいきてき']]#3#['&adj-na;']#['recursive']
['海岸']#[['かいがん']]#3#['&n;', '&adj-no;']#['coast', 'beach']
['海軍']#[['かいぐん']]#3#['&n;', '&adj-no;']#['navy']
['海辺']#[['うみべ'], ['かいへん']]#3#['&n;', '&adj-no;']#['beach', 'seashore', 'seaside', 'coast']
['界面']#[['かいめん']]#3#['&n;', '&adj-no;']#['interface']
['他']#[['ほか']]#3#['&n;', '&adj-no;']#['other (place, thing, person)', 'the rest', 'et al.']
['外科']#[['げか']]#3#['&n;', '&adj-no;']#['surgery']
['外交的']#[['がいこうてき']]#3#['&adj-na;']#['diplomatic']
['外向']#[['がいこう']]#3#['&n;', '&adj-no;']#['extroversion']
['外的']#[['がいてき']]#3#['&adj-na;']#['external', 'outside']
['外部']#[['がいぶ']]#3#['&n;', '&adj-no;']#['outside (e.g. of a building)', 'exterior']
['害虫']#[['がいちゅう']]#3#['&n;', '&adj-no;']#['harmful insect', 'noxious insect', 'vermin', 'pest']
['劃時代的']#[['かくじだいてき']]#3#['&adj-na;']#['epoch-making']
['各駅停車']#[['かくえきていしゃ']]#3#['&n;', '&adj-no;']#['train that stops at every station', 'local train']
['各階']#[['かくかい']]#3#['&n;', '&adj-no;']#['each floor']
['各県']#[['かくけん']]#3#['&n;', '&adj-no;']#['each prefecture', 'all prefectures']
['各種']#[['かくしゅ']]#3#['&n;', '&adj-no;']#['every kind', 'all sorts']
['各所']#[['かくしょ']]#3#['&n;', '&adj-no;']#['each place', 'various places']
['各地']#[['かくち']]#3#['&n;', '&adj-no;']#['every place', 'various places']
['角度']#[['かくど']]#3#['&n;', '&adj-no;']#['angle']
['学級']#[['がっきゅう']]#3#['&n;', '&adj-no;']#['(school) class']
['学内']#[['がくない']]#3#['&n;', '&adj-no;']#['within the school']
['学部']#[['がくぶ']]#3#['&n;', '&adj-no;']#['department of a university']
['学問的']#[['がくもんてき']]#3#['&adj-na;']#['scholarly']
['楽観的']#[['らっかんてき']]#3#['&adj-na;']#['optimistic', 'hopeful']
['楽器']#[['がっき']]#3#['&n;', '&adj-no;']#['musical instrument']
['楽天的']#[['らくてんてき']]#3#['&adj-na;']#['optimistic']
['寒冷']#[['かんれい']]#3#['&n;', '&adj-na;', '&adj-no;']#['cold', 'coldness', 'chilliness']
['完全']#[['かんぜん']]#3#['&adj-na;', '&adj-no;', '&n;']#['perfect', 'complete']
['感無量']#[['かんむりょう']]#3#['&n;', '&adj-no;', '&adj-na;']#['deep emotion', 'being filled with emotion']
['管内']#[['かんない']]#3#['&n;', '&adj-no;']#['within the jurisdiction of']
['関連']#[['かんれん']]#3#['&n;', '&adj-no;', '&vs;', '&suf;']#['relation', 'connection', 'relevance']
['丸っこい']#[['まるっこい']]#3#['&adj-i;']#['round', 'spherical', 'circular']
['丸見え']#[['まるみえ']]#3#['&n;', '&adj-no;']#['full view', 'plain sight', 'completely visible']
['丸底']#[['まるぞこ']]#3#['&adj-na;']#['round-bottom']
['顔面']#[['がんめん']]#3#['&n;', '&adj-no;']#['face (of person)']
['願わしい']#[['ねがわしい']]#3#['&adj-i;']#['desirable']
['器官']#[['きかん']]#3#['&n;', '&adj-no;']#['organ (of body, plant, etc.)']
['器質的']#[['きしつてき']]#3#['&adj-na;']#['organic']
['期日']#[['きじつ'], ['きにち'], ['ごじつ']]#3#['&n;', '&adj-no;']#['fixed date', 'settlement date']
['期末']#[['きまつ']]#3#['&n;', '&adj-no;']#['end of term']
['気の利いた']#[['きのきいた']]#3#['&adj-f;']#['sensible', 'clever', 'smart', 'decent', 'tasteful']
['気管']#[['きかん']]#3#['&n;', '&adj-no;']#['trachea']
['気苦労']#[['きぐろう']]#3#['&n;', '&adj-na;']#['worry', 'care', 'anxiety', 'mental exhaustion']
['気象']#[['きしょう']]#3#['&n;', '&adj-no;']#['weather', 'climate']
['気息奄々']#[['きそくえんえん']]#3#['&adj-no;', '&adj-t;', '&adv-to;']#['gasping for breath', \"at one's last gasp\", 'breathing feebly', 'on the brink of death', 'more dead than alive']
['季節']#[['きせつ']]#3#['&n;', '&adj-no;']#['season', 'time of year']
['季節外れ']#[['きせつはずれ']]#3#['&n;', '&adj-na;', '&adj-no;']#['unseasonable', 'out of season']
['季節的']#[['きせつてき']]#3#['&adj-na;']#['seasonal']
['記号']#[['きごう']]#3#['&n;', '&adj-no;']#['symbol', 'code', 'sign', 'notation']
['客観']#[['きゃっかん'], ['かっかん'], ['かくかん']]#3#['&n;', '&adj-no;']#['objectivity', 'objective', 'object (philosophical)']
['客観的']#[['きゃっかんてき'], ['かっかんてき']]#3#['&adj-na;']#['objective']
['急流']#[['きゅうりゅう']]#3#['&n;', '&adj-no;']#['swift current', 'rapids']
['救急']#[['きゅうきゅう']]#3#['&n;', '&adj-no;']#['first-aid', 'emergency (aid)']
['救命']#[['きゅうめい']]#3#['&n;', '&adj-no;']#['lifesaving']
['求人広告']#[['きゅうじんこうこく']]#3#['&n;', '&adj-no;']#['help wanted advertisements']
['球形']#[['きゅうけい']]#3#['&n;', '&adj-no;']#['globular shape', 'spherical shape']
['球根']#[['きゅうこん']]#3#['&n;', '&adj-no;']#['(plant) bulb']
['共通']#[['きょうつう']]#3#['&adj-no;', '&adj-na;', '&n;']#['common', 'shared', 'mutual']
['協同組合']#[['きょうどうくみあい']]#3#['&n;', '&adj-no;']#['cooperative', 'association', 'partnership']
['局面']#[['きょくめん']]#3#['&n;', '&adj-no;']#['position in a game of go or shogi', 'state of the game']
['極悪']#[['ごくあく']]#3#['&adj-na;', '&adj-no;', '&n;']#['heinous']
['極右']#[['きょくう']]#3#['&n;', '&adj-no;']#['far right (in politics)', 'extreme right', 'ultraconservative']
['極寒']#[['ごっかん'], ['ごくかん']]#3#['&n;', '&adj-no;']#['extreme cold', 'intense cold', 'coldest season', 'midwinter']
['極小']#[['きょくしょう'], ['ごくしょう']]#3#['&adj-na;', '&adj-no;', '&n;']#['minimum', 'minuscule']
['極線']#[['きょくせん']]#3#['&n;', '&adj-no;']#['polar']
['極大']#[['きょくだい']]#3#['&adj-na;', '&adj-no;', '&n;']#['maximum']
['極度']#[['きょくど']]#3#['&adj-no;', '&adj-na;']#['maximum', 'extreme', 'utmost']
['極東']#[['きょくとう']]#3#['&n;', '&adj-no;']#['Far East']
['玉虫色']#[['たまむしいろ']]#3#['&n;', '&adj-no;']#['iridescent colour']
['近親相姦']#[['きんしんそうかん']]#3#['&n;', '&adj-no;']#['incest']
['近代的']#[['きんだいてき']]#3#['&adj-na;']#['modern']
['近未来']#[['きんみらい']]#3#['&n;', '&adj-no;']#['near future']
['苦い']#[['にがい']]#3#['&adj-i;']#['bitter']
['苦しい']#[['くるしい']]#3#['&adj-i;']#['painful', 'difficult', 'tough', 'hard']
['苦味']#[['にがみ'], ['くみ']]#3#['&n;', '&adj-no;']#['bitterness', 'bitter taste']
['具象的']#[['ぐしょうてき']]#3#['&adj-na;']#['concrete', 'material', 'definite']
['具体']#[['ぐたい']]#3#['&adj-f;']#['concrete', 'tangible', 'material']
['具体的']#[['ぐたいてき']]#3#['&adj-na;']#['concrete', 'definite', 'specific', 'material', 'substantial']
['空軍']#[['くうぐん']]#3#['&n;', '&adj-no;']#['air force']
['空席']#[['くうせき']]#3#['&n;', '&adj-no;']#['empty seat', 'unoccupied seat']
['空対空']#[['くうたいくう']]#3#['&adj-no;']#['air-to-air']
['空対地']#[['くうたいち']]#3#['&adj-no;']#['air-to-surface']
['空中投下']#[['くうちゅうとうか']]#3#['&n;', '&adj-no;']#['airdrop', 'air drop']
['空冷']#[['くうれい']]#3#['&n;', '&adj-no;']#['air cooling']
['空冷式']#[['くうれいしき']]#3#['&n;', '&adj-no;']#['air-cooled']
['君主']#[['くんしゅ']]#3#['&n;', '&adj-no;']#['ruler', 'monarch', 'sovereign']
['軍事']#[['ぐんじ']]#3#['&n;', '&adj-no;']#['military affairs']
['軍事上']#[['ぐんじじょう']]#3#['&adj-no;']#['military', 'strategic']
['軍事的']#[['ぐんじてき']]#3#['&adj-na;']#['military']
['軍用']#[['ぐんよう']]#3#['&n;', '&adj-no;']#['for military use']
['形而下']#[['けいじか']]#3#['&n;', '&adj-no;']#['physical', 'material']
['形而上学']#[['けいじじょうがく']]#3#['&n;', '&adj-no;']#['metaphysics']
['形式的']#[['けいしきてき']]#3#['&adj-na;']#['formal']
['景勝']#[['けいしょう']]#3#['&n;', '&adj-no;']#['picturesque scenery', 'place of scenic beauty']
['軽量']#[['けいりょう']]#3#['&n;', '&adj-no;']#['light weight']
['欠員']#[['けついん']]#3#['&n;', '&adj-no;']#['vacancy', 'vacant position']
['決まりきった']#[['きまりきった']]#3#['&adj-f;']#['fixed', 'obvious', 'commonplace']
['決算']#[['けっさん']]#3#['&n;', '&adj-no;']#['settlement of accounts', 'closing accounts', 'financial results', 'reporting (of accounts)']
['決定的']#[['けっていてき']]#3#['&adj-na;']#['definite', 'final', 'decisive', 'conclusive']
['結石']#[['けっせき']]#3#['&n;', '&adj-no;']#['calculus (concretion of minerals formed inside the body)']
['血管']#[['けっかん']]#3#['&n;', '&adj-no;']#['blood vessel', 'vein']
['血族']#[['けつぞく']]#3#['&n;', '&adj-no;']#['blood relative']
['血漿']#[['けっしょう']]#3#['&n;', '&adj-no;']#['plasma', 'blood plasma']
['月極']#[['つきぎめ'], ['げっきょく']]#3#['&n;', '&adj-no;']#['monthly contract', 'paying by the month']
['月例']#[['げつれい']]#3#['&adj-no;']#['monthly']
['健康的']#[['けんこうてき']]#3#['&adj-na;']#['hygienic', 'healthy', 'healthful', 'sanitary']
['犬歯']#[['けんし']]#3#['&n;', '&adj-no;']#['eyetooth', 'cuspid', 'canine (tooth)', 'dogtooth']
['県内']#[['けんない']]#3#['&adj-no;']#['within the prefecture']
['見苦しい']#[['みぐるしい']]#3#['&adj-i;']#['unsightly', 'ugly', 'unseemly', 'indecent', 'deplorable', 'disgraceful', 'shameful']
['見目良い']#[['みめよい']]#3#['&adj-i;']#['good-looking']
['原型']#[['げんけい']]#3#['&n;', '&adj-no;']#['prototype', 'model', 'pattern', 'archetypal']
['原作']#[['げんさく']]#3#['&n;', '&adj-no;']#['original work']
['原産']#[['げんさん']]#3#['&n;', '&adj-no;']#['place of origin', 'habitat']
['原始']#[['げんし']]#3#['&n;', '&adj-no;']#['origin', 'beginning', 'genesis']
['原始時代']#[['げんしじだい']]#3#['&n;', '&adj-no;']#['primitive times']
['原始的']#[['げんしてき']]#3#['&adj-na;']#['primitive', 'original']
['原子力']#[['げんしりょく']]#3#['&n;', '&adj-no;']#['atomic energy', 'nuclear power']
['原生動物']#[['げんせいどうぶつ']]#3#['&n;', '&adj-no;']#['protozoan']
['原虫']#[['げんちゅう']]#3#['&n;', '&adj-no;']#['protozoan']
['古参']#[['こさん']]#3#['&n;', '&adj-no;']#['seniority', 'long service']
['固形']#[['こけい']]#3#['&n;', '&adj-no;']#['solid (body)']
['固体']#[['こたい']]#3#['&n;', '&adj-no;']#['solid (body)', 'solid matter', 'solid-state']
['固定長']#[['こていちょう']]#3#['&n;', '&adj-no;']#['fixed length (e.g. block)']
['固有']#[['こゆう']]#3#['&adj-no;', '&adj-na;']#['characteristic', 'traditional', 'peculiar', 'inherent', 'native', 'eigen-']
['戸外']#[['こがい']]#3#['&n;', '&adj-no;']#['open air', 'outdoors', 'outside']
['戸別']#[['こべつ']]#3#['&adj-no;']#['house-to-house', 'door-to-door', 'each house']
['五倍']#[['ごばい']]#3#['&n;', '&adj-no;']#['five times (as much)', 'quintuple', 'fivefold']
['後期']#[['こうき']]#3#['&n;', '&adj-no;']#['latter period', 'second half', 'late stage', 'third trimester', 'second semester']
['後ろ向き']#[['うしろむき']]#3#['&adj-na;', '&adj-no;', '&n;']#['back-facing', 'backwards']
['後天的']#[['こうてんてき']]#3#['&adj-na;']#['a posteriori', 'acquired']
['後部']#[['こうぶ']]#3#['&n;', '&adj-no;']#['rear', 'stern']
['語根']#[['ごこん']]#3#['&n;', '&adj-no;']#['root (origin) of a word']
['光栄']#[['こうえい']]#3#['&n;', '&adj-na;']#['honour', 'honor', 'glory', 'privilege']
['光化学']#[['こうかがく']]#3#['&n;', '&adj-f;']#['photochemistry']
['公害']#[['こうがい']]#3#['&n;', '&adj-no;']#['pollution', 'public nuisance', 'contamination']
['公私']#[['こうし']]#3#['&n;', '&adj-no;']#['public and private', 'official and personal', 'government and people']
['公正']#[['こうせい']]#3#['&n;', '&adj-na;']#['justice', 'fairness', 'impartiality']
['公然']#[['こうぜん']]#3#['&adj-no;', '&adj-t;', '&adv-to;']#['open', 'public', 'official', 'overt']
['公的']#[['こうてき']]#3#['&adj-na;']#['public', 'official']
['公平']#[['こうへい']]#3#['&n;', '&adj-na;']#['fairness', 'impartiality', 'justice', 'objectivity']
['公平無私']#[['こうへいむし']]#3#['&adj-na;', '&adj-no;', '&n;']#['impartiality', 'fair play']
['公明']#[['こうめい']]#3#['&n;', '&adj-na;']#['fairness', 'openness', 'impartiality']
['公有']#[['こうゆう']]#3#['&n;', '&adj-no;']#['public ownership']
['公理']#[['こうり']]#3#['&n;', '&adj-no;']#['axiom', 'maxim', 'self-evident truth']
['口才']#[['こうざい'], ['こうさい']]#3#['&n;', '&adj-na;']#['oratorical talent', 'eloquence', 'clever tongue', 'glibness']
['口数が少ない']#[['くちかずがすくない']]#3#['&exp;', '&adj-i;']#['taciturn']
['好き勝手']#[['すきかって']]#3#['&adj-na;']#['doing whatever one pleases']
['好調']#[['こうちょう']]#3#['&adj-na;', '&adj-no;', '&n;']#['favourable', 'favorable', 'promising', 'satisfactory', 'in good shape']
['工芸']#[['こうげい']]#3#['&n;', '&adj-no;']#['industrial arts', 'craft']
['幸福']#[['こうふく']]#3#['&n;', '&adj-na;']#['happiness', 'well-being', 'joy', 'welfare', 'blessedness']
['広角']#[['こうかく']]#3#['&n;', '&adj-no;']#['wide-angle']
['校内']#[['こうない']]#3#['&n;', '&adj-no;']#['within a school']
['航空']#[['こうくう']]#3#['&n;', '&adj-no;']#['aviation', 'flying']
['行き成り']#[['いきなり'], ['ゆきなり']]#3#['&adv;', '&adj-no;']#['abruptly', 'suddenly', 'all of a sudden', 'without warning']
['高官']#[['こうかん']]#3#['&n;', '&adj-no;']#['high official']
['高感度']#[['こうかんど']]#3#['&n;', '&adj-no;']#['high sensitivity', 'highly sensitive (e.g. film, radio receiver)', 'high speed (film)']
['高級']#[['こうきゅう']]#3#['&adj-na;', '&adj-no;', '&n;']#['high class', 'high grade']
['高速']#[['こうそく']]#3#['&adj-na;', '&adj-no;', '&n;']#['high-speed', 'rapid', 'express']
['高電位']#[['こうでんい']]#3#['&adj-na;']#['high-voltage']
['高等']#[['こうとう']]#3#['&adj-na;', '&adj-no;', '&n;']#['high class', 'high grade']
['合法']#[['ごうほう']]#3#['&adj-na;', '&adj-no;', '&n;']#['legal', 'lawful', 'legitimate']
['合法的']#[['ごうほうてき']]#3#['&adj-na;']#['legal', 'lawful', 'legitimate', 'law-abiding', 'in order']
['合理的']#[['ごうりてき']]#3#['&adj-na;']#['rational', 'reasonable', 'logical']
['国庫']#[['こっこ']]#3#['&n;', '&adj-no;']#['national treasury']
['国定']#[['こくてい']]#3#['&n;', '&adj-no;']#['state-sponsored', 'national']
['国内']#[['こくない'], ['こくだい'], ['くぬち']]#3#['&n;', '&adj-no;']#['internal', 'domestic']
['黒焼き']#[['くろやき']]#3#['&n;', '&adj-no;']#['charring', 'something charred']
['黒色人種']#[['こくしょくじんしゅ']]#3#['&n;', '&adj-no;']#['black race']
['今日的']#[['こんにちてき']]#3#['&adj-na;']#['modern', 'up-to-date']
['今様']#[['いまよう']]#3#['&n;', '&adj-no;']#['modern style', 'contemporary style', 'current fashion']
['根強い']#[['ねづよい']]#3#['&adj-i;']#['firmly rooted', 'deep-seated']
['根深い']#[['ねぶかい']]#3#['&adj-i;']#['deep-rooted', 'ingrained']
['根本的']#[['こんぽんてき']]#3#['&adj-na;']#['fundamental', 'basic']
['差し出がましい']#[['さしでがましい']]#3#['&adj-i;']#['forward', 'officious', 'impertinent', 'intrusive']
['最悪']#[['さいあく']]#3#['&adj-na;', '&adj-no;', '&n;']#['worst']
['最近']#[['さいきん']]#3#['&n;', '&adj-no;', '&adv;']#['recently', 'lately', 'these days', 'nowadays', 'right now']
['最古']#[['さいこ']]#3#['&n;', '&adj-no;']#['the oldest']
['最高']#[['さいこう']]#3#['&adj-no;', '&adj-na;', '&n;']#['most', 'highest', 'maximum', 'uppermost', 'supreme']
