Kanji#Reading#JLPT#Type#Meaning
['依然']#[['いぜん']]#2#['&adj-t;', '&adv-to;', '&adv;']#['still', 'as yet', 'as it has been']
['意識朦朧']#[['いしきもうろう']]#2#['&adj-t;', '&adv-to;']#['being in a hazy state', 'being only half conscious', 'feeling dopey']
['痛快淋漓']#[['つうかいりんり']]#2#['&adj-t;', '&adv-to;']#['very thrilling', 'extremely delightful', 'awfully pleasant', 'intensely satisfying']
['満目荒涼']#[['まんもくこうりょう']]#2#['&adj-t;', '&adv-to;']#['all nature being bleak and desolate', 'scene looking desolate and forlorn as far as the eye can see']
['満目蕭条']#[['まんもくしょうじょう']]#2#['&adj-t;', '&adv-to;']#['all nature being bleak and desolate', 'scene looking desolate and forlorn as far as the eye can see']
['落涙滂沱']#[['らくるいぼうだ']]#2#['&adj-t;', '&adv-to;']#[\"tears streaming down one's cheeks\", 'shedding copious tears']
['確']#[['かく']]#2#['&adj-t;', '&adv-to;']#['certain', 'definite']
['抜け抜け']#[['ぬけぬけ'], ['ヌケヌケ']]#2#['&adv;', '&adv-to;']#['freely', 'impudently', 'brazenly', 'shamelessly', 'however one wishes']
['突兀']#[['とっこつ']]#2#['&adj-t;', '&adv-to;']#['lofty', 'soaring', 'towering', 'precipitous', 'high and steep', 'sharply sticking out', 'jutting upward']
['現然']#[['げんぜん']]#2#['&adj-t;', '&adv-to;']#['clearly visible']
['孜々営々']#[['ししえいえい']]#2#['&adj-t;', '&adv-to;']#['assiduously', 'with unremitting zeal']
['軟']#[['なん']]#2#['&adj-t;', '&adv-to;']#['soft']
['峭刻']#[['しょうこく']]#2#['&adj-t;', '&adv-to;']#['very rigorous', 'strict', 'cruel']
['易々']#[['いい']]#2#['&adj-t;', '&adv-to;']#['easy', 'simple', 'plain']
['薄ぼんやり']#[['うすぼんやり']]#2#['&adv;', '&adv-to;', '&vs;']#['faintly', 'weakly', 'dimly']
['絡繹']#[['らくえき']]#2#['&adj-t;', '&adv-to;']#['constant (stream of traffic)', 'incessant']
['力の続く限り']#[['ちからのつづくかぎり']]#2#['&exp;', '&adv-to;', '&adv;']#[\"as long as one's strength lasts\"]
['比々']#[['ひひ']]#2#['&adj-t;', '&adv-to;', '&adv;']#['all', 'one and all', 'each and every one']
['厚々']#[['あつあつ']]#2#['&adj-t;', '&adv-to;']#['thick', 'dense']
['依々']#[['いい']]#2#['&adj-t;', '&adv-to;']#['affectionately attached', 'reluctant to part']
['深沈']#[['しんちん']]#2#['&adj-t;', '&adv-to;', '&adj-na;']#['calm', 'composed', 'collected', 'self-possessed']
['優々']#[['ゆうゆう']]#2#['&adj-t;', '&adv-to;']#['calm', 'composed', 'leisurely']
