Kanji,Reading,JLPT,Type,Meaning
['四当五落'],[['よんとうごらく']],3,['&exp;'],"['sleep four hours and pass, sleep five hours and fail (when cramming for university entrance exams)']"
['飛び出し'],[['とびだし']],3,['&exp;'],['something that leaps or thrusts out']
['一つ覚え'],[['ひとつおぼえ']],3,['&exp;'],['the one thing that is well-remembered']
['何人様'],[['なんびとさま']],3,['&exp;'],['how many people']
['あの様に'],[['あのように']],3,['&exp;'],"['in that way', 'like that', 'that way']"
['予てから'],[['かねてから']],3,['&exp;'],"['since some time ago', 'for quite a while', 'already']"
['歴とした'],[['れっきとした']],3,['&exp;'],"['accepted', 'fully-fledged', 'clear', 'respectable']"
['着の身着の儘'],[['きのみきのまま']],3,['&exp;'],['(with) only the clothes one happens to wear']
['古き良き時代'],[['ふるきよきじだい']],3,['&exp;'],"['the good old days', 'halcyon days']"
['古き良き日々'],[['ふるきよきにちにち']],3,['&exp;'],"['the good old days', 'halcyon days']"
['相も変わらず'],[['あいもかわらず']],3,['&exp;'],"['as usual', 'as always', 'as ever', 'as before', 'still']"
['次から次へと'],[['つぎからつぎへと']],3,['&exp;'],"['in succession', 'one after another']"
['早い者勝ち'],"[['はやいものがち'], ['はやいもんがち']]",3,['&exp;'],"['first come, first served', 'the early bird catches the worm']"
['無いよりはまし'],"[['ないよりはまし'], ['ないよりまし']]",3,['&exp;'],"['better than none at all', 'better than nothing']"
['では無いか'],[['ではないか']],3,['&exp;'],"[""isn't it?""]"
['先手必勝'],[['せんてひっしょう']],3,['&exp;'],"['victory goes to the one who makes the first move', 'being quick to take action leads to victory', 'the early bird gets the worm']"
['飛耳長目'],[['ひじちょうもく']],3,['&exp;'],"['sharp eyes and ears used for collecting information far and wide', 'having the acumen and shrewd discernment gained by widely-collected information', 'being well-versed on a subject', 'books which broaden our knowledge']"
['百人百様'],[['ひゃくにんひゃくよう']],3,['&exp;'],"['so many men, so many ways', ""to each one's own"", 'it takes all sorts to make a world']"
['万物流転'],[['ばんぶつるてん']],3,['&exp;'],"['all things are in a state of flux', 'everything is constantly changing']"
['いの一番'],[['いのいちばん']],3,['&exp;'],"['first of all', 'first thing']"
['無ければ'],[['なければ']],3,['&exp;'],"[""if (it) doesn't exist"", 'if there is no ...', ""if (one) doesn't have ...""]"
['無きゃ'],[['なきゃ']],3,['&exp;'],"[""if (it) doesn't exist"", 'if there is no ...', ""if (one) doesn't have ...""]"
['水温む'],[['みずぬるむ']],3,['&exp;'],['warming of water (in spring)']
['よく学びよく遊べ'],[['よくまなびよくあそべ']],3,['&exp;'],['study hard and play hard']
['ゆとり教育'],[['ゆとりきょういく']],3,['&exp;'],"['cram-free education', 'pressure-free education']"
['悪人正機'],[['あくにんしょうき']],3,['&exp;'],"[""The evil persons are the right object of Amida's salvation"", 'The evil persons have the unique opportunity to go to heaven']"
['一笑千金'],[['いっしょうせんきん']],3,['&exp;'],"['a smile of a beautiful woman is worth a thousand pieces of gold', 'enchanting smile of a glamorous woman']"
['一殺多生'],"[['いっさつたしょう'], ['いっせつたしょう']]",3,['&exp;'],['it is justifiable to kill one person to save the lives of many']
['各人各説'],[['かくじんかくせつ']],3,['&exp;'],"['Everyone has his (her) own view', 'Different people, different opinions']"
['驕兵必敗'],[['きょうへいひっぱい']],3,['&exp;'],"['Defeat is inevitable for an overconfident army', 'Being arrogant and overconfident inevitably leads to defeat (failure)', 'Pride comes before a fall']"
['極楽極楽'],[['ごくらくごくらく']],3,['&exp;'],"[""It's absolute heaven"", ""It's sheer bliss""]"
['五十知命'],[['ごじゅうちめい']],3,['&exp;'],"['at age fifty, one comes to know the will of Heaven']"
['後手必敗'],[['ごてひっぱい']],3,['&exp;'],"['Defeat is inevitable for one who goes second', 'Being slow to take action inevitably leads to defeat']"
['才子多病'],[['さいしたびょう']],3,['&exp;'],"['Talented people tend to be of delicate constitution', 'Men of genius tend to be of delicate health', 'Whom the gods love die young']"
['七十古希'],[['しちじゅうこき']],3,['&exp;'],"['men seldom live to be seventy', 'few people live to be seventy']"
['心配無用'],[['しんぱいむよう']],3,['&exp;'],"[""don't worry about it"", 'there is nothing to fear', 'there is no need for anxiety', 'everything is under control']"
['全員無事'],[['ぜんいんぶじ']],3,['&exp;'],['Everyone is safe (all right)']
['他言無用'],[['たごんむよう']],3,['&exp;'],"['Not a word to anyone', ""Mum's the word""]"
['飛花落葉'],[['ひからくよう']],3,['&exp;'],"['Blossoms fall and leaves scatter', 'the evanescence (impermanence) of worldly things']"
['有無を言わせず'],[['うむをいわせず']],3,['&exp;'],"['peremptorily', 'willy-nilly', 'forcibly']"
['良ければ'],[['よければ']],3,['&exp;'],['if it is good']
['大の苦手'],[['だいのにがて']],3,['&exp;'],"['dread', 'horror', 'hatred']"
['幸あれ'],[['さちあれ']],3,['&exp;'],"['good luck!', 'all the best']"
['幸いあれ'],[['さいわいあれ']],3,['&exp;'],"['be happy!', 'cheer up!']"
['斯く斯く然々'],[['かくかくしかじか']],3,['&exp;'],"['such and such', 'so and so']"
['歯に衣を着せぬ'],[['はにきぬをきせぬ']],3,['&exp;'],['not mince matters']
['無きにしもあらず'],[['なきにしもあらず']],3,['&exp;'],"['not non-existent', 'not completely lacking', 'there is some', 'certainly existent']"
['完'],[['かん']],3,['&exp;'],"['The End', 'Finis']"
['手取り足取り'],[['てとりあしとり']],3,['&exp;'],"['attentively', 'with great attention to detail (e.g. when teaching)', 'patiently']"
['置きなさい'],[['おきなさい']],3,['&exp;'],"['put', 'place']"
['その辺り'],[['そのあたり']],3,['&exp;'],"['thereabouts', 'vicinity', 'that area']"
['関係がない'],[['かんけいがない']],3,['&exp;'],"['unrelated', 'irrelevant', 'unconcerned', 'unconnected']"
['当たらずとも遠からず'],[['あたらずともとおからず']],3,['&exp;'],"['near the mark', 'pretty close', 'not a bad guess']"
['そんな具合に'],[['そんなぐあいに']],3,['&exp;'],['in that manner']
['賽は投げられた'],"[['さいはなげられた'], ['サイはなげられた']]",3,['&exp;'],"['the die is cast', 'there is no going back', 'point of no return', 'alea iacta est', 'alea jacta est']"
['信じようと信じまいと'],[['しんじようとしんじまいと']],3,['&exp;'],['believe it or not']
['変わりない'],[['かわりない']],3,['&exp;'],"['no change', 'no difference']"
['大取りより小取り'],[['おおとりよりことり']],3,['&exp;'],"['it is wiser to make money steadily over time', 'light gains make heavy purse', {'_': 'better small takings than a large win', '$': {'g_type': 'lit'}}]"
['ミイラ取りがミイラになる'],[['ミイラとりがミイラになる']],3,['&exp;'],"['intending to persuade someone and instead being persuaded oneself', 'going for wool and coming home shorn', 'the biter bit', {'_': 'the mummy hunter himself becomes a mummy', '$': {'g_type': 'lit'}}]"
['転石苔生さず'],[['てんせきこけむさず']],3,['&exp;'],['a rolling stone gathers no moss']
['かてて加えて'],[['かててくわえて']],3,['&exp;'],"['moreover', 'besides', 'in addition', 'on top of', 'to make matters worse']"
['節目節目'],[['ふしめふしめ']],3,['&exp;'],"['each juncture', 'each turning point']"
['帯に短し襷に長し'],[['おびにみじかしたすきにながし']],3,['&exp;'],"['neither one thing nor the other', {'_': 'too short for a belt, too long for a sleeve tie', '$': {'g_type': 'lit'}}]"
['満たない'],"[['みたない'], ['みたざる']]",3,['&exp;'],"['less than', 'fraction of', 'below']"
['対岸の火事'],[['たいがんのかじ']],3,['&exp;'],"['no skin off my nose', ""somebody else's problem"", {'_': 'fire on the opposite shore', '$': {'g_type': 'lit'}}]"
['未だかつて'],[['いまだかつて']],3,['&exp;'],"['not until now', 'never yet']"
['無くては'],"[['なくては'], ['なくちゃ']]",3,['&exp;'],"['without', 'unless']"
['心当たりがない'],[['こころあたりがない']],3,['&exp;'],"['having no idea', 'having no clue']"
['車の両輪'],[['くるまのりょうりん']],3,['&exp;'],"['two halves of the whole', 'two wheels on which everything rolls']"
['日を追って'],[['ひをおって']],3,['&exp;'],"['daily', 'day by day']"
['日を改めて'],[['ひをあらためて']],3,['&exp;'],"['another day', 'some other day']"
['数に物を言わせて'],[['かずにものをいわせて']],3,['&exp;'],['on the strength of numbers']
['金に糸目をつけない'],[['かねにいとめをつけない']],3,['&exp;'],['(doing something) regardless of expense']
['他車'],[['たしゃ']],3,['&exp;'],['other cars']
['この次から'],[['このつぎから']],3,['&exp;'],['from now on']
['向かって右'],[['むかってみぎ']],3,['&exp;'],['on the right as one faces (it)']
['百害あって一利なし'],[['ひゃくがいあっていちりなし']],3,['&exp;'],"['all pain, no gain', 'doing no good and a lot of harm', 'having no redeeming features', 'being a complete disadvantage', {'_': 'a hundred harms and not a single gain', '$': {'g_type': 'lit'}}]"
['物の数ではない'],[['もののかずではない']],3,['&exp;'],"['nothing special', 'nothing significant', 'not a problem']"
['どの面下げて'],[['どのつらさげて']],3,['&exp;'],"['how could I (you, etc.) ...?', 'how dare you (they, etc.) ...', 'how can you have the nerve to ...?']"
['やらざるを得ない'],[['やらざるをえない']],3,['&exp;'],"['cannot avoid doing', 'cannot help but (do)', 'is compelled to do', '(feel) obliged to (do)', 'has to do']"
['昨日の今日'],[['きのうのきょう']],3,['&exp;'],"['right on the heels of yesterday, then today ...', 'soon after something, and yet now ...']"
['何は無くとも'],[['なにはなくとも']],3,['&exp;'],"['even if nothing else', 'more than anything else']"
['水と油'],[['みずとあぶら']],3,['&exp;'],"['incompatible', '(going together) like oil and water']"
['然もありなん'],[['さもありなん']],3,['&exp;'],"[""it's probably so"", 'it stands to reason']"
['然もあらん'],[['さもあらん']],3,['&exp;'],"[""it's probably so"", 'it stands to reason']"
['覚えがめでたい'],[['おぼえがめでたい']],3,['&exp;'],"[""to stand high in one's superior's favor and trust""]"
['風上にも置けない'],[['かざかみにもおけない']],3,['&exp;'],['a disgrace (to a whole group of people)']
['櫛の歯が欠けたよう'],[['くしのはがかけたよう']],3,['&exp;'],"['missing important things here and there', 'full of gaps', {'_': 'as if the teeth of a comb were missing', '$': {'g_type': 'lit'}}]"
['心にも無い'],[['こころにもない']],3,['&exp;'],"['(something) one does not really mean', 'insincere']"
['下にも置かない'],[['したにもおかない']],3,['&exp;'],"['giving a royal welcome', 'extending every courtesy']"
['良いお年を'],[['よいおとしを']],3,['&exp;'],['have a happy New Year']
['同日の談ではない'],[['どうじつのだんではない']],3,['&exp;'],"['bearing no comparison with', 'not to be mentioned in the same breath as']"
['成れの果て'],[['なれのはて']],3,['&exp;'],"[""the mere shadow of one's former self"", 'the ruin of what one once was']"
['平気の平左'],[['へいきのへいざ']],3,['&exp;'],"['quite unconcerned', 'nonchalant']"
['他でもない'],[['ほかでもない']],3,['&exp;'],"['what I want to say is ...', 'the fact of the matter is ...', 'none other than ...']"
['まなじりを決して'],[['まなじりをけっして']],3,['&exp;'],"[""with one's eyes flashing""]"
['当たらずといえども遠からず'],[['あたらずといえどもとおからず']],3,['&exp;'],"['not exactly correct, but pretty close to it', 'not far off the mark']"
['側から'],[['そばから']],3,['&exp;'],"['as soon as', 'right after']"
['虫が好かない'],[['むしがすかない']],3,['&exp;'],"['disliking', 'having an antipathy to']"
['例えるなら'],[['たとえるなら']],3,['&exp;'],['for example']
['よろしくお願いします'],[['よろしくおねがいします']],3,['&exp;'],"['please remember me', 'please help me', 'please treat me well', 'I look forward to working with you']"
['よろしくお願いいたします'],[['よろしくおねがいいたします']],3,['&exp;'],"['please remember me', 'please help me', 'please treat me well', 'I look forward to working with you']"
['無しには'],[['なしには']],3,['&exp;'],['without']
['気回り無い'],[['きまわりない']],3,['&exp;'],"['inconsiderate (of rudeness, danger or rules)']"
['とも無しに'],[['ともなしに']],3,['&exp;'],['to do something without any particular intention or mind to do so']
['手練の早業'],[['しゅれんのはやわざ']],3,['&exp;'],"['dexterous feat', 'speed and precision of a trained hand']"
['とも無く'],[['ともなく']],3,['&exp;'],"['somehow', 'without knowing (it)', 'unconsciously', 'unthinkingly']"
['石にかじりついても'],[['いしにかじりついても']],3,['&exp;'],['come hell or high water']
['考え得る'],[['かんがえうる']],3,['&exp;'],['to be conceivable']
['夜目遠目笠の内'],[['よめとおめかさのうち']],3,['&exp;'],"['women appear the most beautiful when viewed from afar, in the dark, or when wearing a bamboo hat', 'seeing less is more']"
['面目丸つぶれ'],"[['めんぼくまるつぶれ'], ['めんもくまるつぶれ']]",3,['&exp;'],['complete loss of face']
['衣食足りて礼節を知る'],[['いしょくたりてれいせつをしる']],3,['&exp;'],"['well-fed, well-bred', ""the poor can't afford manners"", 'only when basic needs for living are met can people spare the effort to be polite']"
['青菜に塩'],[['あおなにしお']],3,['&exp;'],"['feeling sad or downhearted', 'down in the dumps']"
['鞍上人なく鞍下馬なし'],[['あんじょうひとなくあんかうまなし']],3,['&exp;'],['riding a horse so skillfully that it appears as if man and horse have become one']
['関係当事者'],[['かんけいとうじしゃ']],3,['&exp;'],"['affected party', 'party concerned']"
