Kanji,Reading,JLPT,Type,Meaning
['靄々'],[['あいあい']],100,"['&adj-t;', '&adv-to;']",['accumulation of clouds or mist']
['怡々'],[['いい']],100,"['&adj-t;', '&adv-to;']","['having fun', 'rejoicing']"
['煕々'],[['きき']],100,"['&adj-t;', '&adv-to;']",['relaxed and enjoyable']
['忽焉'],[['こつえん']],100,"['&adj-t;', '&adv-to;']","['sudden', 'unexpected']"
['蹌踉'],[['そうろう']],100,"['&adj-t;', '&adv-to;']","['tottering', 'staggering', 'reeling']"
['汪々'],[['おうおう']],100,"['&adj-t;', '&adv-to;']","['wide and deep (of a body of water)', 'voluminous']"
['璆鏘'],[['きゅうそう']],100,"['&adj-t;', '&adv-to;']","['echoing beautifully (of the sound produced by striking together jewels or metals)', {'_': 'beautiful (of a melody, etc.)', '$': {'g_type': 'fig'}}]"
['曖々'],[['あいあい']],100,"['&adj-t;', '&adv-to;']","['dim', 'faint', 'unclear']"
['曠々'],[['こうこう']],100,"['&adj-t;', '&adv-to;']","['extensive', 'spacious']"
['霏々'],[['ひひ']],100,"['&adj-t;', '&adv-to;']","['incessant falling (e.g. rain, snow)', 'prolonged continuation (of something)']"
['磊磊'],[['らいらい']],100,"['&n;', '&adv-to;', '&adj-t;']",['large pile of rocks']
['洒洒'],"[['しゃしゃ'], ['シャシャ']]",100,"['&adj-t;', '&adv-to;']",['quick']
['嬋娟'],[['せんけん']],100,"['&adj-t;', '&adv-to;']","['graceful', 'slim and beautiful']"
['窈窕'],[['ようちょう']],100,"['&adj-t;', '&adv-to;']","['graceful', 'slim and beautiful']"
['潺湲'],[['せんかん']],100,"['&adj-t;', '&adv-to;']","['gurgling', 'babbling', 'murmuring (stream, brook, etc...)']"
['淙々'],[['そうそう']],100,"['&adj-t;', '&adv-to;']","['gurgling', 'babbling', 'murmuring (stream, brook, etc...)']"
['鏘々'],"[['そうそう'], ['しょうしょう']]",100,"['&adj-t;', '&adv-to;']","['lively', 'active', 'energetic', 'enthusiastic']"
['儼乎'],[['げんこ']],100,"['&adj-t;', '&adv-to;']","['grave', 'solemn', 'stern']"
['閃々'],[['せんせん']],100,"['&adj-t;', '&adv-to;']","['sparkling', 'glistening', 'glittering']"
['眇'],[['びょう']],100,"['&adj-t;', '&adv-to;']","['small', 'minute', 'tiny', 'little', 'insignificant']"
['渺'],[['びょう']],100,"['&adj-t;', '&adv-to;']","['boundless', 'limitless', 'vast', 'broad']"
['炳'],[['へい']],100,"['&adj-t;', '&adv-to;']","['bright', 'shining', 'clear', 'evident']"
['炳乎'],[['へいこ']],100,"['&adj-t;', '&adv-to;']","['bright', 'shining', 'clear', 'evident']"
['嘖々'],[['さくさく']],100,"['&adj-t;', '&adv-to;']","['highly (renowned, praised, reputed, etc.)']"
['悒々'],[['ゆうゆう']],100,"['&adj-t;', '&adv-to;']","['sad', 'melancholy']"
['遑々'],[['こうこう']],100,"['&adj-t;', '&adv-to;']","['hurried', 'rushed', 'restless']"
['漣々'],[['れんれん']],100,"['&adj-t;', '&adv-to;']","['flowing endlessly (of tears)', 'rippling (of water)']"
['巍々'],[['ぎぎ']],100,"['&adj-t;', '&adv-to;']","['towering (mountains)', 'soaring', 'lofty', 'majestic']"
['巍峨'],[['ぎが']],100,"['&adj-t;', '&adv-to;']","['towering', 'soaring', 'lofty']"
['凛乎'],[['りんこ']],100,"['&adj-t;', '&adv-to;']","['commanding', 'awe-inspiring']"
['赫灼'],[['かくしゃく']],100,"['&adj-t;', '&adv-to;']","['bright', 'beaming', 'brilliant', 'glittering']"
['蹣跚'],[['まんさん']],100,"['&adj-t;', '&adv-to;']","['staggering', 'reeling', 'tottering']"
['噛み噛み'],"[['かみかみ'], ['カミカミ']]",100,"['&adv;', '&adv-to;']","[""while fumbling one's words"", 'with a stutter']"
