Kanji,Reading,JLPT,Type,Meaning
['お陰様で'],[['おかげさまで']],1,['&exp;'],"['thankfully', 'fortunately', 'luckily', ""by God's grace"", {'_': ""under the gods' shadow"", '$': {'g_type': 'lit'}}]"
['御免なさい'],[['ごめんなさい']],1,['&exp;'],"[""I'm sorry"", 'my apologies', 'excuse me', 'pardon me']"
['ご免ください'],[['ごめんください']],1,['&exp;'],['may I come in?']
['ご覧なさい'],[['ごらんなさい']],1,['&exp;'],['(please) look']
['光陰矢のごとし'],[['こういんやのごとし']],1,['&exp;'],"['time flies like an arrow', 'time and tide wait for no man', 'life is short']"
['好事魔多し'],[['こうじまおおし']],1,['&exp;'],['Lights are usually followed by shadows']
['恨みっこなし'],[['うらみっこなし']],1,['&exp;'],['with no hard feelings']
['三人寄れば文殊の知恵'],[['さんにんよればもんじゅのちえ']],1,['&exp;'],"['three heads are better than two', {'_': 'if three people gather; the wisdom of Manjushri', '$': {'g_type': 'lit'}}]"
['暫くすると'],[['しばらくすると']],1,['&exp;'],"['after a short time', 'in a short while', 'a short time later']"
['私儀'],[['わたくしぎ']],1,['&exp;'],"['as for me', 'I']"
['失敗は成功のもと'],[['しっぱいはせいこうのもと']],1,['&exp;'],"['failure teaches success', 'failure is a stepping-stone to success']"
['臭い物に蓋'],[['くさいものにふた']],1,['&exp;'],"['looking the other way', 'hushing up a problem']"
['衆人環視'],[['しゅうじんかんし']],1,['&exp;'],"['(in) the presence of the whole company', 'with all eyes filed upon (one)']"
['十日の菊'],[['とおかのきく']],1,['&exp;'],"['something that comes too late and is useless', {'_': 'like a chrysanthemum prepared for the ninth day of the ninth month of the lunar calendar for the Chrysanthemum festival but that blooms only on the tenth', '$': {'g_type': 'expl'}}]"
['粛として'],[['しゅくとして']],1,['&exp;'],"['solemnly', 'respectfully', 'reverently']"
['春眠暁を覚えず'],[['しゅんみんあかつきをおぼえず']],1,['&exp;'],"['in spring one sleeps a sleep that knows no dawn', 'in spring one sleeps like a log']"
['女王陛下'],[['じょおうへいか']],1,['&exp;'],['Her Majesty the Queen']
['場所柄弁えず'],[['ばしょがらわきまえず']],1,['&exp;'],['not in keeping with the occasion']
['人間万事塞翁が馬'],"[['にんげんばんじさいおうがうま'], ['じんかんばんじさいおうがうま']]",1,['&exp;'],"['inscrutable are the ways of heaven', 'fortune is unpredictable and changeable']"
['寸分違わず'],[['すんぶんたがわず']],1,['&exp;'],"['without the least difference', 'exactly', 'perfectly', 'to the inch']"
['是か非か'],[['ぜかひか']],1,['&exp;'],['right or wrong']
['掃き溜めに鶴'],[['はきだめにつる']],1,['&exp;'],['a jewel in a dunghill']
['相合傘'],[['あいあいがさ']],1,['&exp;'],"['sharing an umbrella', 'under one umbrella']"
['相撲にならない'],[['すもうにならない']],1,['&exp;'],"['is no match for', ""can't hold a candle to""]"
['地震雷火事親父'],[['じしんかみなりかじおやじ']],1,['&exp;'],"['things to fear: earthquakes, thunder, fires and, most of all, fathers']"
['昼夜を舎かず'],[['ちゅうやをおかず']],1,['&exp;'],['continuing day and night']
['沈思黙考'],[['ちんしもっこう']],1,['&exp;'],['being lost in deep thought']
['頭隠して尻隠さず'],[['あたまかくしてしりかくさず']],1,['&exp;'],"[""burying one's head in the sand (while leaving other parts of one's body exposed)"", ""exposing one's weak point while attempting to protect oneself"", {'_': ""hiding one's head without hiding one's bottom"", '$': {'g_type': 'lit'}}]"
['豚に真珠'],[['ぶたにしんじゅ']],1,['&exp;'],['casting pearls before swine']
['南無阿弥陀仏'],[['なむあみだぶつ']],1,['&exp;'],"['Namu Amida Butsu', 'Hail Amitabha Buddha', 'Homage to Amida Buddha', {'_': 'prayer for rebirth in Sukhavati, the Pure Land of Amitabha', '$': {'g_type': 'expl'}}]"
['南無妙法蓮華経'],[['なむみょうほうれんげきょう']],1,['&exp;'],"['Glory to the Sutra', 'Hail Lotus Sutra']"
['能ある鷹は爪を隠す'],[['のうあるたかはつめをかくす']],1,['&exp;'],"['a wise man keeps some of his talents in reserve', ""one shouldn't show off"", 'the person who knows most often says least', {'_': 'a skilled hawk hides its talons', '$': {'g_type': 'lit'}}]"
['馬鹿にできない'],"[['ばかにできない'], ['バカにできない']]",1,['&exp;'],['someone (something) not to be trifled with']
['馬鹿は死ななきゃ治らない'],"[['ばかはしななきゃなおらない'], ['バカはしななきゃなおらない']]",1,['&exp;'],"['once a fool, always a fool', {'_': 'idiots will only be cured when they die', '$': {'g_type': 'lit'}}]"
['馬鹿も一芸'],[['ばかもいちげい']],1,['&exp;'],['even a fool has one talent']
['肌身離さず'],[['はだみはなさず']],1,"['&adv;', '&exp;']","[""(carrying) close to one's person"", 'next to the skin']"
['半眼で'],[['はんがんで']],1,['&exp;'],['with a half-opened eye']
['品物が納まった'],[['しなものがおさまった']],1,['&exp;'],['commodities have been delivered']
['不尽'],[['ふじん']],1,['&exp;'],"[""I'll write again soon (closure for a letter, etc.)"", 'more anon', 'sincerely yours', 'yours truly']"
['不宣'],[['ふせん']],1,['&exp;'],"[""I'll write again soon"", 'more anon', 'sincerely yours', 'yours truly']"
['覆水盆に返らず'],[['ふくすいぼんにかえらず']],1,['&exp;'],"[""what's done is done"", 'it is no use crying over spilt milk', {'_': ""spilt water won't go back into its tray"", '$': {'g_type': 'lit'}}]"
['坊主憎けりゃ袈裟まで憎い'],[['ぼうずにくけりゃけさまでにくい']],1,['&exp;'],"['if you dislike someone, you will end up hating everything he stands for', {'_': 'hate a priest, and you will hate his very vestments', '$': {'g_type': 'lit'}}]"
['又とない'],[['またとない']],1,['&exp;'],"['unique', 'matchless', 'unparalleled', 'unparallelled', 'never again']"
['万場一致で'],[['まんじょういっちで']],1,['&exp;'],['unanimously']
['万難を排して'],[['ばんなんをはいして']],1,['&exp;'],"['at all costs', 'at any cost', 'surmounting all difficulties']"
['名義で'],[['めいぎで']],1,['&exp;'],"[""in someone (else's) name""]"
['免じて'],[['めんじて']],1,['&exp;'],"['in consideration of', 'in deference to', 'out of respect for', ""for (someone's) sake""]"
['油断大敵'],[['ゆだんたいてき']],1,['&exp;'],"[""don't let your guard down"", 'carelessness is the great enemy', 'danger comes soonest when it is despised']"
['余の儀'],[['よのぎ']],1,['&exp;'],"['another method', 'another problem']"
['羊頭狗肉'],[['ようとうくにく']],1,['&exp;'],"['crying wine and selling vinegar', 'deceptive advertisement']"
['落花枝に帰らず破鏡再び照らさず'],[['らっかえだにかえらずはきょうふたたびてらさず']],1,['&exp;'],"[""fallen blossom doesn't return to the branch, a broken mirror can not be made to shine"", ""what's done is done"", ""there's no use crying over spilled milk""]"
['李下に冠を正さず'],[['りかにかんむりをたださず']],1,['&exp;'],"['leave no room for scandal', ""don't do anything that can be misinterpreted"", {'_': ""don't straighten your cap under a plum tree (because when you raise your hands it might look as if you're trying to steal the plums)"", '$': {'g_type': 'lit'}}]"
['立つ鳥跡を濁さず'],[['たつとりあとをにごさず']],1,['&exp;'],"['it is simply common courtesy to clean up after yourself', 'a bird does not foul the nest it is about to leave', 'on leaving a place, one should see that all is in good order']"
['力及ばず'],[['ちからおよばず']],1,['&exp;'],['unable to accomplish']
['臨兵闘者皆陣列在前'],[['りんぴょうとうしゃかいじんれつざいぜん']],1,['&exp;'],['may the presiders over warriors be my vanguard (nine-character charm chanted to ward off evil)']
['歴史的経緯から'],[['れきしてきけいいから']],1,['&exp;'],['for historical reasons']
['屁と火事はもとから騒ぐ'],[['へとかじはもとからさわぐ']],1,['&exp;'],"['it is often the originator of problems who kicks up a fuss or complains loudest', 'the one who smelt it dealt it']"
['盛者必衰'],"[['じょうしゃひっすい'], ['しょうしゃひっすい'], ['しょうじゃひっすい'], ['せいじゃひっすい']]",1,['&exp;'],"['even the prosperous inevitably decay', 'sic transit gloria mundi', ""all that's fair must fade""]"
['拘らず'],[['かかわらず']],1,['&exp;'],"['in spite of', 'regardless of']"
['に准じて'],[['にじゅんじて']],1,['&exp;'],['in proportion (to)']
['申し訳ありません'],[['もうしわけありません']],1,['&exp;'],"[""I'm sorry"", ""(it's) inexcusable""]"
['寡人'],[['かじん']],1,['&exp;'],['my humble self']
['振るった'],[['ふるった']],1,['&exp;'],"['different', 'eccentric', 'original', 'striking', 'extraordinary']"
['国王陛下'],[['こくおうへいか']],1,['&exp;'],['His Majesty the King']
['影も形も無い'],[['かげもかたちもない']],1,['&exp;'],"['disappear without a trace', 'nowhere to be seen']"
['隠れも無い'],[['かくれもない']],1,['&exp;'],['well-known']
['ご愁傷様でございます'],[['ごしゅうしょうさまでございます']],1,['&exp;'],['my condolences']
['子を見ること親に如かず'],[['こをみることおやにしかず']],1,['&exp;'],['the parent is the best judge of the child']
['用心するに如くはない'],[['ようじんするにしくはない']],1,['&exp;'],['caution is the best policy']
['食わず嫌い'],[['くわずぎらい']],1,['&exp;'],['disliking a certain food without having tried it']
['窮すれば通ず'],[['きゅうすればつうず']],1,['&exp;'],"['necessity is the mother of invention', 'there is always some way out of a difficulty if you really look for one']"
['無くて七癖'],[['なくてななくせ']],1,['&exp;'],['every person has their eccentricities']
['措いて'],[['おいて']],1,['&exp;'],"['except', 'no other']"
['幾人'],"[['いくにん'], ['いくたり']]",1,['&exp;'],['how many people']
['骨皮筋右衛門'],[['ほねかわすじえもん']],1,['&exp;'],['reduced to skin and bones']
['妄語戒'],[['もうごかい']],1,['&exp;'],['do not speak untruthfully (precept)']
['候哉'],[['そうろうや']],1,['&exp;'],['I wonder if ...']
['琴瑟相和す'],[['きんしつあいわす']],1,['&exp;'],"['to be happily married', {'_': 'to go together like two zithers', '$': {'g_type': 'lit'}}]"
['詠み人知らず'],[['よみびとしらず']],1,['&exp;'],"['author unknown', 'anonymous']"
['手鍋提げても'],[['てなべさげても']],1,['&exp;'],"['even if it means living in dire poverty', 'by all means']"
['見て見ぬ振り'],[['みてみぬふり']],1,['&exp;'],"['pretending not to see something', 'turning a blind eye to', ""burying one's head in the sand""]"
['火気厳禁'],[['かきげんきん']],1,['&exp;'],"['total fire ban', 'no source of ignition permitted', 'no open flame', 'flammables!']"
['一病息災'],[['いちびょうそくさい']],1,['&exp;'],['one who experiences a chronic ailment takes better care of his health and lives longer']
['筋立て'],[['すじだて']],1,['&exp;'],['plot (of a story)']
['亀の甲より年の功'],[['かめのこうよりとしのこう']],1,['&exp;'],"['the older, the wiser']"
['蚊の食うほどにも思わぬ'],[['かのくうほどにもおもわぬ']],1,['&exp;'],"['untroubled', 'unworried', 'unaffected']"
['醜の御楯'],[['しこのみたて']],1,['&exp;'],['the humble shield of our Sovereign Lord']
['天網恢恢疎にして漏らさず'],[['てんもうかいかいそにしてもらさず']],1,['&exp;'],"[""heaven's net has large meshes, but nothing escapes""]"
['就いて'],[['ついて']],1,['&exp;'],"['about', 'concerning', 'as to', 'regarding']"
['氏より育ち'],[['うじよりそだち']],1,['&exp;'],"['nurture over nature', ""how one is brought up matters more than one's origins""]"
['已んぬる哉'],[['やんぬるかな']],1,['&exp;'],['I give up']
['卑しむべき'],[['いやしむべき']],1,['&exp;'],['despicable']
['後を慕って'],[['あとをしたって']],1,['&exp;'],['following (a person to a place)']
['綾をなして'],[['あやをなして']],1,['&exp;'],['in beautiful patterns']
['威あって猛からず'],[['いあってたけからず']],1,['&exp;'],"['dignified without being overbearing', 'being dignified, and moreover warm, as such one is gentle']"
['唯々諾々として'],[['いいだくだくとして']],1,['&exp;'],"['obediently', 'submissively', 'readily', 'slavishly', 'without protest']"
['一家掛かりで'],[['いっかがかりで']],1,['&exp;'],['with the whole family']
['暇もなく'],[['いとまもなく']],1,['&exp;'],"['without losing time (e.g. to do)', 'without even time for (doing something)']"
['忌むべき'],[['いむべき']],1,['&exp;'],"['abominable', 'detestable']"
['卑しからぬ'],[['いやしからぬ']],1,['&exp;'],"['respectable', 'decent']"
['陰と陽'],[['いんとよう']],1,['&exp;'],['the positive and the negative']
['推して'],[['おして']],1,['&exp;'],['by conjecture (deduction)']
['惜しむべき'],[['おしむべき']],1,['&exp;'],"['lamentable', 'regrettable']"
['及びもつかぬ'],[['およびもつかぬ']],1,['&exp;'],"[""far beyond one's power"", 'not at all equal', 'no match for']"
['陰で'],[['かげで']],1,['&exp;'],"[""behind one's back""]"
['金遣いの荒い'],[['かねずかいのあらい']],1,['&exp;'],"['extravagant', 'wasteful of money']"
['金に飽かして'],[['かねにあかして']],1,['&exp;'],"['sparing no money', 'regardless of expense']"
['莞爾として'],[['かんじとして']],1,['&exp;'],['with a smile']
['径の大きい'],[['けいのおおきい']],1,['&exp;'],['of large diameter']
['甲と乙'],[['こうとおつ']],1,['&exp;'],"['the former and the latter', 'A and B']"
['巧と拙'],[['こうとせつ']],1,['&exp;'],['skillfulness and clumsiness']
['声を忍ばせて'],[['こえをしのばせて']],1,['&exp;'],['in a subdued voice']
['剛と柔'],[['ごうとじゅう']],1,['&exp;'],['hardness and softness']
['ご機嫌斜め'],[['ごきげんななめ']],1,['&exp;'],"['in a bad temper', 'cranky', 'crabby']"
['醜と美'],[['しゅうとび']],1,['&exp;'],['ugliness and beauty']
['証として'],[['しょうとして']],1,['&exp;'],"['in sign of', 'in proof of']"
['深甚なる'],[['しんじんなる']],1,['&exp;'],"['extreme', 'deep']"
['至弱をもって至強にあたる'],[['しじゃくをもってしきょうにあたる']],1,['&exp;'],"[""attack your enemy's strength with your weakness""]"
['銃を構えて'],[['じゅうをかまえて']],1,['&exp;'],['ready with a rifle leveled']
['筋の通った'],[['すじのとおった']],1,"['&adj-f;', '&exp;']","['rational', 'logical', 'coherent']"
['正義の名において'],[['せいぎのなにおいて']],1,['&exp;'],['in the name of justice']
['選挙を控えて'],[['せんきょをひかえて']],1,['&exp;'],['with the election around the corner']
['その儀'],[['そのぎ']],1,['&exp;'],"['that matter', 'those matters']"
['巧まぬ'],[['たくまぬ']],1,['&exp;'],"['natural', 'artless', 'guileless']"
['貴い家柄'],[['たっといいえがら']],1,['&exp;'],['noble birth']
['忠なる'],[['ちゅうなる']],1,['&exp;'],"['devoted', 'loyal', 'true', 'faithful']"
['爪を噛む癖'],[['つめをかむくせ']],1,['&exp;'],"[""habit of biting one's nails""]"
['手を携えて'],[['てをたずさえて']],1,['&exp;'],"['(acting) together', 'jointly', 'cooperatively', 'in partnership', 'side by side', {'_': 'holding hands', '$': {'g_type': 'lit'}}]"
['肺が弱い'],[['はいがよわい']],1,['&exp;'],['having a weak chest']
['花を欺く美人'],[['はなをあざむくびじん']],1,['&exp;'],['woman as pretty as a flower']
['髀肉の嘆'],[['ひにくのたん']],1,['&exp;'],['fretting about forced idleness']
['翻って考えると'],[['ひるがえってかんがえると']],1,['&exp;'],"['on second thought', 'on (further) reflection']"
['微笑を浮かべて'],[['びしょうをうかべて']],1,['&exp;'],['with a smile']
['病気に託けて'],[['びょうきにかこつけて']],1,['&exp;'],['under the pretext of ill health']
['平素は'],[['へいそは']],1,['&exp;'],"['usually', 'ordinarily', 'in the past']"
['忙中閑あり'],[['ぼうちゅうかんあり']],1,['&exp;'],"[""there are brief moments of leisure even when at one's busiest""]"
['罷り成らぬ'],[['まかりならぬ']],1,['&exp;'],"['not be allowed', 'must not']"
['勝るとも劣らぬ'],[['まさるともおとらぬ']],1,['&exp;'],"['not at all inferior to', 'compare favorably (with)', 'being even better than', 'rivalling', 'surpassing']"
['闇に紛れて'],[['やみにまぎれて']],1,['&exp;'],['under cover of night']
['宜しかったら'],[['よろしかったら']],1,['&exp;'],"[""if you don't mind"", 'if you like']"
['霊と肉'],[['れいとにく']],1,['&exp;'],['flesh and spirit']
['路線に沿って'],[['ろせんにそって']],1,['&exp;'],['along the route (line)']
['私も又'],[['わたくしもまた']],1,['&exp;'],"['me too', 'I also']"
['侘と寂'],[['わびとさび']],1,['&exp;'],"['taste for the simple and quiet', 'wabi and sabi']"
['如何せん'],[['いかんせん']],1,['&exp;'],"[""to one's regret"", 'regrettably', 'unfortunately']"
['兼ねない'],[['かねない']],1,"['&suf;', '&exp;']","['quite capable of ...', 'could happen', 'not unlikely to']"
['左のような訳'],[['ひだりのようなわけ']],1,['&exp;'],['the reason(s) is (are) as follows']
['悪貨は良貨を駆逐する'],"[['あっかはりょうかをくちくする'], ['あくかはりょうかをくちくする']]",1,['&exp;'],"[""when there is a legal tender currency, bad money drives out good money (Gresham's Law)""]"
['コップの中の嵐'],[['コップのなかのあらし']],1,['&exp;'],['storm in a teacup']
['悪事千里を走る'],[['あくじせんりをはしる']],1,['&exp;'],['bad news travels quickly']
['我が意を得たり'],[['わがいをえたり']],1,['&exp;'],"[""you've hit the nail on the head"", ""that's just what I thought"", ""that's exactly like I feel"", ""that's exactly what I think, too""]"
['一寸先は闇'],[['いっすんさきはやみ']],1,['&exp;'],"['no one knows what the future holds', 'the future is a closed book', {'_': 'one sun (unit of measurement) ahead is darkness', '$': {'g_type': 'lit'}}]"
['彼や是や'],[['あれやこれや']],1,['&exp;'],"['this and that', 'one thing and another']"
['賀春'],[['がしゅん']],1,['&exp;'],['New Year greeting']
['有意義に過ごしてください'],[['ゆういぎにすごしてください']],1,['&exp;'],['have a good time!']
['内鮮一体'],[['ないせんいったい']],1,['&exp;'],['Japan and Korea as one (slogan used during colonial-era Korea)']
['時宜によって'],[['じぎによって']],1,['&exp;'],['depending on circumstances']
['離席中'],[['りせきちゅう']],1,['&exp;'],"['currently away from my seat (keyboard, etc.)', 'AFK']"
['踏んだり蹴ったり'],[['ふんだりけったり']],1,['&exp;'],"['having one misfortune after another', 'insult to injury']"
['背水の陣'],[['はいすいのじん']],1,['&exp;'],"[""fighting with one's back to the wall"", ""having burnt one's bridges"", 'last stand', {'_': 'from strategy of general Han Xin in the Battle of Jingxing', '$': {'g_type': 'expl'}}]"
['木に縁って魚を求む'],[['きによってうおをもとむ']],1,['&exp;'],"['to be unable to accomplish something because one has chosen the wrong method', 'to ask for the impossible', {'_': 'to look for fish by climbing a tree', '$': {'g_type': 'lit'}}]"
['幕内十年'],[['まくうちじゅうねん']],1,['&exp;'],['10 year career in the highest division is enough for anyone']
['上げ膳据え膳'],[['あげぜんすえぜん']],1,['&exp;'],"['taking care of everything', 'no need to do anything']"
['所為か'],[['せいか']],1,['&exp;'],['it may be because']
['何れ丈'],[['どれだけ']],1,['&exp;'],"['how long', 'how much', 'to what extent']"
['悪事千里'],[['あくじせんり']],1,['&exp;'],"['bad news traveling fast', 'ill news spreading like wildfire']"
['医食同源'],[['いしょくどうげん']],1,['&exp;'],"['a balanced diet leads to a healthy body', 'healthy food both prevents and cures sickness']"
['一諾千金'],[['いちだくせんきん']],1,['&exp;'],"[""one's word is worth 1,000 pieces of gold"", 'a promise should be kept at all cost']"
['会者定離'],[['えしゃじょうり']],1,['&exp;'],"['those who meet must part (suggesting the transient nature of this life)', 'we meet only to part']"
['鶏口牛後'],[['けいこうぎゅうご']],1,['&exp;'],"['better to be the beak of a rooster than the rump of a bull', 'better to be the leader of a small group than a subordinate in a large organization', 'better to be a big fish in a little pond than a little fish in a big pond']"
['春宵一刻'],[['しゅんしょういっこく']],1,['&exp;'],['a moment of time in a spring evening (is worth a thousand pieces of gold)']
['小人閑居'],[['しょうじんかんきょ']],1,['&exp;'],['a small-minded person being idle (tends to do evil)']
['寸善尺魔'],[['すんぜんしゃくま']],1,['&exp;'],"['in evil, there is odds', 'there is more evil than good in this world', 'one good thing tends to cause many bad things to happen']"
['胆大心小'],[['たんだいしんしょう']],1,['&exp;'],"['being bold and courageous, but also careful and meticulous']"
['知者不惑'],[['ちしゃふわく']],1,['&exp;'],"['a wise person always follows the right course', 'a wise man never wavers']"
['忠言逆耳'],[['ちゅうげんぎゃくじ']],1,['&exp;'],"['good advice is harsh to the ears', 'honest advice is often unpleasant to the ears']"
['天網恢々'],[['てんもうかいかい']],1,['&exp;'],"[""heaven's vengeance is slow but sure"", ""heaven's net is wide and coarse, yet nothing slips through""]"
['乳母日傘'],"[['おんばひがさ'], ['おんばひからかさ']]",1,['&exp;'],"['(bringing up a child) with greatest care pampering (him, her) with material comforts of a rich family', '(being brought up) in a hothouse atmosphere']"
['孟母三遷'],[['もうぼさんせん']],1,['&exp;'],"[""the importance of creating an environment conducive to a child's learning"", {'_': ""Mencius' mother, three moves"", '$': {'g_type': 'lit'}}]"
['切っ掛けに'],[['きっかけに']],1,['&exp;'],"['with ... as a start', 'taking advantage of', 'inspired by']"
['憂うべき'],[['うれうべき']],1,['&exp;'],"['deplorable', 'alarming', 'grievous', 'lamentable']"
['訳がない'],[['わけがない']],1,['&exp;'],['there is no way that ...']
['脱亜入欧'],[['だつあにゅうおう']],1,['&exp;'],['Out of Asia and Into Europe (slogan calling for Japan to align itself with the West)']
['為せば成る'],[['なせばなる']],1,['&exp;'],"['if you have a mind to do something, you can do it']"
['千慮一得'],"[['せんりょいっとく'], ['せんりょのいっとく']]",1,['&exp;'],['Even a fool may sometimes come up with a good idea']
['妄言多謝'],"[['もうげんたしゃ'], ['ぼうげんたしゃ']]",1,['&exp;'],"['kindly excuse my reckless remarks', 'please excuse my thoughtless words']"
['相碁井目'],[['あいごせいもく']],1,['&exp;'],"['In every game or play, differences in skill between individuals can be substantial']"
['一旦緩急'],[['いったんかんきゅう']],1,['&exp;'],"['(when) danger threatens', 'should an emergency occur']"
['一筆啓上'],[['いっぴつけいじょう']],1,['&exp;'],"['this will just be a short note', ""I'm writing to tell you""]"
['英雄好色'],[['えいゆうこうしょく']],1,['&exp;'],"['All great men like women', 'Great men enjoy sensual pleasure']"
['益者三友'],[['えきしゃさんゆう']],1,['&exp;'],"['three kinds of beneficial friends: straightforward, sincere, and well-informed ones']"
['燕雀鴻鵠'],[['えんじゃくこうこく']],1,['&exp;'],"['how can a small bird (a sparrow, a petty person) understand the aspirations of a great bird (a phoenix)', 'only a hero can understand a hero']"
['怨敵退散'],[['おんてきたいさん']],1,['&exp;'],"[""invoking disaster upon one's mortal enemy"", 'Confusion to the enemy!']"
['花鳥諷詠'],[['かちょうふうえい']],1,['&exp;'],['the beauties of nature and the harmony that exists between it and man (as the key poetic theme of a haiku)']
['瓜田李下'],[['かでんりか']],1,['&exp;'],"['Be careful not to invite the least suspicion', 'Leave no room for scandal']"
['奇貨可居'],"[['きかおくべし'], ['きかかきょ']]",1,['&exp;'],"['you must seize every golden opportunity', 'strike while the iron is hot', 'when you find a rare good buy, seize upon it for a future sale at a much higher price']"
['窮鼠噛猫'],[['きゅうそごうびょう']],1,['&exp;'],"['a cornered rat will bite the cat', 'one who is cornered will fight like a devil']"
['矯角殺牛'],[['きょうかくさつぎゅう']],1,['&exp;'],"['trying to straighten the horns of a bull, and killing it in the process', 'trying to correct a small defect and ruining the whole thing', 'the cure is worse than the disease']"
['恐惶謹言'],[['きょうこうきんげん']],1,['&exp;'],['Very truly yours (a complimentary close used in a letter written in an old epistolary style)']
['虚実皮膜'],[['きょじつひまく']],1,['&exp;'],"['the difference between truth and fiction in art being very subtle', 'Art abides in a realm that is neither truth nor fiction']"
['愚者一得'],[['ぐしゃいっとく']],1,['&exp;'],['Even a fool may sometimes give good counsel']
['好事多魔'],[['こうじたま']],1,['&exp;'],"['Happy events are often accompanied by difficulties', 'Unsullied joy is rare']"
