Kanji,Reading,JLPT,Type,Meaning
['何か'],"[['なにか'], ['なんか']]",5,['&adv;'],"['something', 'some', 'any']"
['何が何でも'],[['なにがなんでも']],5,"['&exp;', '&adv;']","['by all means', 'by all costs']"
['何しろ'],[['なにしろ']],5,['&adv;'],"['at any rate', 'anyhow', 'anyway', 'in any case', 'because', 'as you know', 'for you see']"
['何だか'],[['なんだか']],5,['&adv;'],"['(a) little', 'somewhat', 'somehow']"
['何だかんだ'],"[['なんだかんだ'], ['なんだかだ']]",5,['&adv;'],"['something or other', 'one thing or another', 'this or that']"
['何て'],[['なんて']],5,"['&adj-f;', '&adv;']","['how ...!', 'what ...!']"
['何でもかんでも'],[['なんでもかんでも']],5,['&adv;'],"['anything and everything', 'all sorts of things', 'by all means']"
['何と'],[['なんと']],5,['&adv;'],"['what', 'how']"
['何とはなしに'],[['なんとはなしに']],5,['&adv;'],"['for no particular reason', 'for some reason or other', 'somehow or other']"
['何なり'],[['なんなり']],5,['&adv;'],"['anything', 'whatever']"
['何の気なしに'],[['なんのきなしに']],5,"['&exp;', '&adv;']","['unintentionally', 'inadvertently', 'calmly', 'casually', 'nonchalantly', 'innocently']"
['何やら'],[['なにやら']],5,['&adv;'],"['something', 'some kind of']"
['何より'],[['なにより']],5,"['&exp;', '&adv;']","['above anything else', 'above all', 'more than anything']"
['何れも'],"[['どれも'], ['いずれも']]",5,['&adv;'],"['any', 'all', 'every', 'both', 'either', 'none (with neg. verb)']"
['何一つ'],[['なにひとつ']],5,['&adv;'],['(not) one']
['何気なく'],[['なにげなく']],5,"['&exp;', '&adv;']","['unintentionally', 'calmly', 'inadvertently', 'innocently']"
['何とも'],[['なんとも']],5,['&adv;'],"['really', 'very', 'extremely', 'terribly', 'awfully']"
['何くれ'],[['なにくれ']],5,"['&adv-to;', '&adv;']",['in various ways']
['何時か'],[['いつか']],5,['&adv;'],"['sometime', 'someday', 'one day', 'some time or other', 'the other day', 'in due course', 'in time']"
['何時しか'],[['いつしか']],5,['&adv;'],"['before one knows', 'unnoticed', 'unawares']"
['何時ぞや'],[['いつぞや']],5,['&adv;'],"['some time ago', 'the other day', 'at some time or other', 'once']"
['いつの間にか'],[['いつのまにか']],5,['&adv;'],"['before one knows', 'before one becomes aware of', 'unnoticed', 'unawares']"
['いつの間にやら'],[['いつのまにやら']],5,['&adv;'],"['before one knows it', 'without realizing', 'unawares', 'unnoticed']"
['何時まで'],[['いつまで']],5,['&adv;'],"['how long?', 'till when?']"
['何時までも'],[['いつまでも']],5,['&adv;'],"['forever', 'for good', 'eternally', 'as long as one likes', 'indefinitely', 'no matter what']"
['何時も'],[['いつも']],5,['&adv;'],"['always', 'all the time', 'at all times']"
['いつ何時'],[['いつなんどき']],5,['&adv;'],"['at any time', 'at any moment']"
['何ら'],"[['なんら'], ['なにら']]",5,['&adv;'],"['(not) in any way', '(not) at all', '(none) whatsoever']"
['何かと'],[['なにかと']],5,['&adv;'],"['one way or another', 'in many ways', 'in various ways']"
['間もなく'],[['まもなく']],5,['&adv;'],"['soon', 'shortly', 'before long', 'in a short time', 'in a little while']"
['気休めに'],[['きやすめに']],5,['&adv;'],['for peace of mind']
['休み休み'],[['やすみやすみ']],5,['&adv;'],['resting at times']
['空しく'],[['むなしく']],5,['&adv;'],"['in vain', 'to no purpose', 'fruitlessly']"
['月下に'],[['げっかに']],5,['&adv;'],['in the moonlight']
['月頃'],[['つきごろ']],5,"['&n;', '&adv;']",['these past months']
['言わば'],[['いわば']],5,['&adv;'],"['so to speak', 'so to call it', 'as it were']"
['古く'],[['ふるく']],5,['&adv;'],"['anciently', 'formerly']"
['古来'],[['こらい']],5,"['&adj-no;', '&adv;', '&n;']","['from time immemorial', 'ancient', 'time-honoured', 'time-honored']"
['午後'],[['ごご']],5,"['&n;', '&adv;']","['afternoon', 'p.m.']"
['午前'],[['ごぜん']],5,"['&n;', '&adv;']","['morning', 'a.m.']"
['後'],[['のち']],5,"['&n;', '&adv;', '&adj-no;']","['later', 'afterwards']"
['後で'],[['あとで']],5,['&adv;'],['afterwards']
['後日'],"[['ごじつ'], ['ごにち']]",5,"['&n;', '&adv;']","['in the future', 'another day', 'later']"
['後年'],[['こうねん']],5,"['&n;', '&adv;']","['future years', ""in (one's) later years""]"
['口ずから'],[['くちずから']],5,['&adv;'],"[""directly (from someone's mouth)"", ""in one's own words""]"
['今しがた'],[['いましがた']],5,['&adv;'],"['a moment ago', 'just now']"
['今では'],[['いまでは']],5,['&adv;'],"['now', 'nowadays']"
['今でも'],[['いまでも']],5,['&adv;'],"['even now', 'still', 'as yet']"
['今に'],[['いまに']],5,['&adv;'],"['before long', 'even now']"
['今にも'],[['いまにも']],5,['&adv;'],"['at any moment (now)', 'at any minute', 'on the verge of (doing)', 'just about to']"
['今のところ'],[['いまのところ']],5,"['&exp;', '&adv;']","['at present', 'currently', 'so far', 'for now', 'for the time being']"
['今もって'],[['いまもって']],5,['&adv;'],"['until now', 'still', 'yet', '(not) yet', 'since']"
['今や'],[['いまや']],5,['&adv;'],"['now (esp. in contrast to the past)', 'now at last', 'at present', 'right now']"
['今一'],"[['いまいち'], ['イマイチ']]",5,"['&exp;', '&adv;']","['not quite (right)', 'not very good', 'somewhat (lacking)']"
['今月'],[['こんげつ']],5,"['&n;', '&adv;']",['this month']
['今後'],[['こんご']],5,"['&n;', '&adv;']","['from now on', 'hereafter']"
['今頃'],[['いまごろ']],5,"['&n;', '&adv;']",['about this time']
['今時'],[['いまどき']],5,"['&n;', '&adv;']","['these days', 'nowadays', 'present day', 'modern times']"
['今時分'],[['いまじぶん']],5,"['&n;', '&adv;']",['about this time']
['今週'],[['こんしゅう']],5,"['&n;', '&adv;']",['this week']
['今週中に'],[['こんしゅうじゅうに']],5,['&adv;'],"['before the week is out', 'before the week is over', 'within the week', 'sometime this week']"
['今少し'],[['いますこし']],5,['&adv;'],['a little more']
['今なお'],[['いまなお']],5,['&adv;'],"['still', 'even now']"
['今日中に'],[['きょうじゅうに']],5,['&adv;'],"['by today', 'before the day is over']"
['今日日'],[['きょうび']],5,"['&n;', '&adv;']",['nowadays']
['３時'],[['さんじ']],5,"['&n;', '&adv;']","[""3 o'clock""]"
['上手く'],[['うまく']],5,['&adv;'],"['skilfully', 'skillfully', 'well', 'aptly', 'cleverly']"
['時には'],[['ときには']],5,"['&exp;', '&adv;']","['at times', 'occasionally']"
['時下'],[['じか']],5,"['&n;', '&adv;']",['nowadays']
['時分'],[['じぶん']],5,"['&n;', '&adv;']","['time', 'hour', 'season', 'time of the year']"
['七生'],[['しちしょう']],5,"['&n;', '&adv;']",['seven lives']
['出来るだけ'],[['できるだけ']],5,"['&exp;', '&adv;', '&adj-no;']","['as much as one can', 'as much as possible', 'if at all possible']"
['女だてらに'],[['おんなだてらに']],5,"['&exp;', '&adv;']","['despite being a woman', 'woman as she is', '(in a way that is) unbecoming to a woman', '(in a way that is) uncharacteristic of a woman', 'in an unladylike way']"
['少しずつ'],"[['すこしずつ'], ['すこしづつ']]",5,['&adv;'],['little by little']
['少しも'],[['すこしも']],5,['&adv;'],"['(not) at all', '(not) a bit', '(not) in the least', '(not) in the slightest']"
['少時'],[['しょうじ']],5,"['&n;', '&adv;']","[""one's early days"", 'little while']"
['食後'],[['しょくご']],5,"['&n;', '&adv;']",['after a meal']
['食前'],[['しょくぜん']],5,"['&n;', '&adv;']",['before meals']
['新年'],[['しんねん']],5,"['&n;', '&adv;']",['New Year']
['人後'],[['じんご']],5,"['&n;', '&adv;']","['behind others', 'losing out to others']"
['生後'],[['せいご']],5,"['&n;', '&adv;']","['post-natal', 'since birth']"
['生前'],[['せいぜん']],5,"['&n;', '&adv;']","['while alive', ""during one's lifetime""]"
['先々'],[['さきざき']],5,"['&n;', '&adv;']","['distant future', 'inevitable future']"
['先ず'],[['まず']],5,['&adv;'],"['first (of all)', 'firstly', 'to begin with', 'before anything else']"
['先に'],[['さきに']],5,['&adv;'],"['previously', 'before', 'earlier', 'formerly', 'recently']"
['先に'],[['せんに']],5,['&adv;'],['formerly']
['先月'],[['せんげつ']],5,"['&n;', '&adv;']",['last month']
['先週'],[['せんしゅう']],5,"['&n;', '&adv;']","['last week', 'the week before']"
['先だって'],[['せんだって']],5,"['&n;', '&adv;']","['the other day', 'some time ago', 'recently']"
['先ほど'],[['さきほど']],5,"['&n;', '&adv;']","['a short while ago', 'a moment ago', 'just now', 'some time ago']"
['先日'],[['せんじつ']],5,"['&n;', '&adv;']","['the other day', 'a few days ago']"
['先年'],[['せんねん']],5,"['&n;', '&adv;']","['former years', 'formerly', 'a few years ago']"
['千古'],[['せんこ']],5,"['&n;', '&adv;']","['all ages', 'great antiquity', 'eternity']"
['前に'],[['まえに']],5,['&adv;'],"['ahead', 'before', 'ago']"
['前週'],[['ぜんしゅう']],5,"['&n;', '&adv;']","['last week', 'the week before']"
['前日'],"[['ぜんじつ'], ['まえび']]",5,"['&n;', '&adv;']","['previous day', 'day before', 'eve', 'prior day', 'preceding day']"
['前年'],[['ぜんねん']],5,"['&n;', '&adv;']","['the preceding year', 'the previous year', 'last year']"
['多年'],[['たねん']],5,"['&n;', '&adv;']",['many years']
['多分'],[['たぶん']],5,['&adv;'],"['perhaps', 'probably']"
['大いに'],[['おおいに']],5,['&adv;'],"['very', 'much', 'greatly', 'a lot of']"
['大きに'],[['おおきに']],5,['&adv;'],"['greatly', 'very much']"
['大して'],[['たいして']],5,['&adv;'],"['(not so) much', '(not) very']"
['大晦日'],[['おおみそか']],5,"['&n;', '&adv;']","[""New Year's Eve"", 'December 31']"
['大分'],"[['だいぶ'], ['だいぶん']]",5,['&adv;'],"['considerably', 'greatly', 'a lot']"
['長時間'],[['ちょうじかん']],5,"['&n;', '&adv;']",['long time']
['長年'],"[['ながねん'], ['えいねん']]",5,"['&n;', '&adv;']","['long time', 'many years']"
['二つとも'],[['ふたつとも']],5,['&adv;'],['both']
['二つながら'],[['ふたつながら']],5,['&adv;'],['both']
['二三'],[['にさん']],5,"['&n;', '&adv;']",['two or three']
['二人とも'],[['ふたりとも']],5,"['&n;', '&adv;']",['both (people)']
['日ごろ'],[['ひごろ']],5,"['&n;', '&adv;']","['normally', 'habitually']"
['日中'],"[['にっちゅう'], ['ひなか']]",5,"['&n;', '&adv;']","['daytime', 'during the day']"
['日ごとに'],[['ひごとに']],5,['&adv;'],"['day by day', 'every day', 'by the day']"
['年'],[['とし']],5,"['&n;', '&adv;']",['year']
['年がら年中'],[['ねんがらねんじゅう']],5,"['&exp;', '&adv;']","['all year round', 'all the time', 'year in and year out']"
['年が年中'],[['ねんがねんじゅう']],5,['&adv;'],"['all year round', 'year after year']"
['年までに'],[['ねんまでに']],5,['&adv;'],['before the year ...']
['年間'],[['ねんかん']],5,"['&n;', '&adv;']",['(period of) a year']
['年後'],[['ねんご']],5,"['&n;', '&adv;']",['years later']
['年百年中'],[['ねんびゃくねんじゅう']],5,['&adv;'],"['throughout the year', 'all the year round', 'always']"
['年ごとに'],[['としごとに']],5,['&adv;'],"['annually', 'every year']"
['年来'],[['ねんらい']],5,"['&n;', '&adv;']",['for some years']
['八九分'],[['はっくぶ']],5,['&adv;'],"['nearly', 'almost', {'_': 'eight or nine parts (out of ten)', '$': {'g_type': 'lit'}}]"
['半時'],"[['はんとき'], ['はんじ']]",5,"['&n;', '&adv;']","['little while', 'short time']"
['半道'],[['はんみち']],5,"['&n;', '&adv;']","['half a ri (measure of length)', 'halfway']"
['半年ごとに'],[['はんねんごとに']],5,['&adv;'],['semiannually']
['分かず'],[['わかず']],5,['&adv;'],['without differentiation']
['本日'],[['ほんじつ']],5,"['&n;', '&adv;']","['today', 'this day']"
['本年'],[['ほんねん']],5,"['&n;', '&adv;']",['this (current) year']
['毎時'],[['まいじ']],5,"['&n;', '&adv;']","['every hour', 'hourly']"
['毎週'],[['まいしゅう']],5,"['&n;', '&adv;']",['every week']
['毎日'],[['まいにち']],5,"['&n;', '&adv;']",['every day']
['万'],[['ばん']],5,['&adv;'],"['completely', 'absolutely', 'totally']"
['万々'],"[['まんまん'], ['ばんばん']]",5,['&adv;'],"['very much', 'fully']"
['万が一'],"[['まんがいち'], ['まんがいつ']]",5,['&adv;'],"['(if) by some chance', 'by some possibility', 'in the unlikely event that', {'_': '10000 to 1', '$': {'g_type': 'lit'}}]"
['万古'],[['ばんこ']],5,"['&n;', '&adv;']","['perpetuity', 'eternity']"
['あくる日'],[['あくるひ']],5,"['&n;', '&adv;']","['next day', 'following day']"
['目下'],[['もっか']],5,"['&n;', '&adv;']","['at present', 'now']"
['来月'],[['らいげつ']],5,"['&n;', '&adv;']",['next month']
['来週'],[['らいしゅう']],5,"['&n;', '&adv;']",['next week']
['来年'],[['らいねん']],5,"['&n;', '&adv;']",['next year']
['一時'],[['いちじ']],5,"['&n;', '&adv;']","[""one o'clock""]"
['何せ'],"[['なにせ'], ['なんせ']]",5,['&adv;'],"['at any rate', 'anyhow']"
['何時でも'],"[['いつでも'], ['なんどきでも']]",5,['&adv;'],"['(at) any time', 'always', 'at all times', 'whenever']"
['後々'],[['あとあと']],5,"['&n;', '&adv;']","['future', 'distant future']"
['今日'],"[['きょう'], ['こんにち'], ['こんち'], ['こんじつ']]",5,"['&n;', '&adv;']","['today', 'this day']"
['今年'],"[['ことし'], ['こんねん']]",5,"['&n;', '&adv;']",['this year']
['先頃'],"[['さきごろ'], ['せんころ']]",5,"['&n;', '&adv;']","['recently', 'the other day']"
['年々'],"[['ねんねん'], ['としどし']]",5,"['&n;', '&adv;']","['year by year', 'annually', 'every year', 'from year to year']"
['半日'],"[['はんにち'], ['はんじつ']]",5,"['&n;', '&adv;']",['half day']
['半年'],"[['はんとし'], ['はんねん']]",5,"['&n;', '&adv;']","['half a year', 'six months']"
['一々'],[['いちいち']],5,"['&n;', '&adv;']","['one-by-one', 'separately']"
['今まで'],[['いままで']],5,"['&n;', '&adv;']","['until now', 'so far', 'up to the present']"
['口々に'],[['くちぐちに']],5,['&adv;'],"['each and every person (saying)', 'one and all', 'unanimously', 'in unison', 'separately', 'individually']"
['三三五五'],[['さんさんごご']],5,['&adv;'],"['in groups of twos and threes', 'in small groups']"
['少なからず'],[['すくなからず']],5,['&adv;'],"['considerably', 'not a little', 'in no small numbers']"
['少なくとも'],[['すくなくとも']],5,['&adv;'],['at least']
['少なくも'],[['すくなくも']],5,['&adv;'],['at least']
['先々月'],[['せんせんげつ']],5,"['&n;', '&adv;']",['month before last']
['多々'],[['たた']],5,['&adv;'],"['very much', 'very many', 'more and more']"
['千々に'],[['ちぢに']],5,['&adv;'],['in pieces']
['長々'],[['ながなが']],5,"['&adv-to;', '&adv;']","['long', 'drawn-out', 'very long']"
['長らく'],[['ながらく']],5,['&adv;'],"['long', '(for a) long time']"
['何くれとなく'],[['なにくれとなく']],5,['&adv;'],['in various ways']
['何となく'],"[['なんとなく'], ['なにとなく']]",5,['&adv;'],"['somehow or other', 'for some reason or another', 'without knowing why']"
['一先ず'],[['ひとまず']],5,['&adv;'],"['for now', 'for the time being', 'for the present']"
['日々'],"[['ひび'], ['にちにち']]",5,"['&n;', '&adv;']","['every day', 'daily', 'day after day', 'days (e.g. good old days)']"
['前もって'],[['まえもって']],5,['&adv;'],"['in advance', 'beforehand', 'previously']"
['間々'],[['まま']],5,['&adv;'],"['occasionally', 'now and then', 'sometimes']"
['何で'],[['なんで']],5,['&adv;'],"['why?', 'what for?']"
['日に日に'],[['ひにひに']],5,['&adv;'],"['day by day', 'by the day']"
['見る見る'],[['みるみる']],5,['&adv;'],"['very fast', 'in a twinkle', ""before one's eyes""]"
['何にも'],[['なんにも']],5,['&adv;'],"['(not) anything', '(nothing) at all', '(not) any']"
['たった今'],[['たったいま']],5,['&adv;'],"['just now', 'a moment ago', 'this very minute']"
['言わんばかり'],[['いわんばかり']],5,['&adv;'],"['as if to say', 'as much as to say', 'as though']"
['時間どおりに'],[['じかんどおりに']],5,['&adv;'],"['punctually', 'on time', 'as regularly as a clock']"
['時たま'],[['ときたま']],5,['&adv;'],"['once in a while', 'occasionally', 'seldom', 'at long intervals']"
['時として'],[['ときとして']],5,['&adv;'],"['in some cases', 'sometimes', 'on occasions']"
['行く行く'],[['ゆくゆく']],5,['&adv;'],"['on the way', 'someday']"
['読後'],[['どくご']],5,"['&n;', '&adv;']",['after reading a book']
['何らか'],[['なんらか']],5,"['&adj-no;', '&adv;']","['some', 'any', 'in any way', 'of some kind', 'of some sort']"
['この上'],[['このうえ']],5,"['&exp;', '&adv;']","['furthermore', 'besides', 'moreover', 'in addition', 'further', 'above or beyond this']"
['ちょっと見'],[['ちょっとみ']],5,"['&n;', '&adv;']","['look', 'glance', '(at first) sight']"
['日ごと'],[['ひごと']],5,"['&n;', '&adv;']","['every day', 'daily']"
['年ごと'],[['としごと']],5,"['&n;', '&adv;']","['every year', 'year by year']"
['畢生'],[['ひっせい']],5,"['&n;', '&adv;']",['lifetime']
['いやが上にも'],[['いやがうえにも']],5,['&adv;'],['all the more']
['小半日'],[['こはんにち']],5,"['&n;', '&adv;']","['nearly half a day', 'approximately half a day']"
['道々'],[['みちみち']],5,['&adv;'],"['along the way', 'along the road']"
['外股'],[['そとまた']],5,"['&n;', '&adv;']","[""(walking with) one's toes turned out"", 'duckfooted']"
['目今'],[['もっこん']],5,"['&n;', '&adv;']",['at present']
['雨後'],[['うご']],5,"['&n;', '&adv;']",['after rain']
['頃日'],[['けいじつ']],5,"['&n;', '&adv;']","['recently', 'these days']"
['白々'],"[['しらじら'], ['しらしら']]",5,"['&adv-to;', '&adv;']",['growing light (e.g. at dawn)']
['言わず語らず'],[['いわずかたらず']],5,"['&exp;', '&adv;']","['saying nothing', 'understanding tacitly', 'without putting into words']"
['新しく'],[['あたらしく']],5,['&adv;'],"['newly', 'new', 'anew']"
['多く'],[['おおく']],5,"['&n;', '&adv;', '&adj-no;']","['many', 'much', 'plenty', 'a lot']"
['下に'],[['しもに']],5,['&adv;'],"['down', 'below', 'downward']"
['先々週'],[['せんせんしゅう']],5,"['&n;', '&adv;']",['week before last']
['安く'],[['やすく']],5,['&adv;'],"['inexpensively', 'cheaply']"
['間に'],[['あいだに']],5,['&adv;'],"['while', 'during (the time when)']"
['下'],[['もと']],5,"['&n;', '&adv;']","['under (guidance, supervision, rules, the law, etc.)']"
['何かしら'],[['なにかしら']],5,['&adv;'],"['somehow (or other)', 'for some reason', 'without knowing why']"
['何にも'],[['なににも']],5,"['&exp;', '&adv;']","['everything', 'all']"
['どっち道'],"[['どっちみち'], ['どちみち']]",5,['&adv;'],"['anyway', 'either way', 'one way or the other', 'whichever', 'whatever']"
['どの道'],[['どのみち']],5,['&adv;'],"['anyway', 'anyhow', 'at any rate', 'in any case']"
['中でも'],[['なかでも']],5,"['&exp;', '&adv;']","['among (other things)', 'especially', 'particularly', 'inter alia', 'above all (else)']"
['生まれながら'],[['うまれながら']],5,"['&adj-no;', '&adv;']","['by nature', 'naturally', 'by birth', 'inborn']"
['道すがら'],[['みちすがら']],5,['&adv;'],"['along the road', 'along the way']"
['立てて'],[['たてて']],5,['&adv;'],"['especially', 'particularly', 'wholeheartedly']"
['空高く'],[['そらたかく']],5,['&adv;'],['high in the sky']
['何と言っても'],[['なんといっても']],5,"['&exp;', '&adv;']","['after all is said and done', 'no matter what people say', 'in the end', 'definitely', 'undeniably']"
['今すぐ'],[['いますぐ']],5,['&adv;'],"['at once', 'immediately', 'right now']"
['長いこと'],[['ながいこと']],5,"['&exp;', '&adv;']",['for a long time']
['二人ずつ'],"[['ふたりずつ'], ['ふたりづつ']]",5,"['&adj-no;', '&adv;']","['two by two', 'by twos', 'as a couple']"
['何万年'],[['なんまんねん']],5,"['&n;', '&adv;']",['tens of thousands of years']
['一年ごと'],[['いちねんごと']],5,['&adv;'],['every (one) year']
['人ごと'],[['ひとごと']],5,['&adv;'],"['with each person', 'with everyone']"
['大きく'],[['おおきく']],5,['&adv;'],"['in a big way', 'on a grand scale']"
['天上天下'],[['てんじょうてんげ']],5,"['&n;', '&adv;']","['the whole world', 'throughout heaven and earth']"
['東西古今'],[['とうざいここん']],5,"['&n;', '&adv;']","['all times and places', 'everywhen and everywhere']"
['一齣一齣'],[['ひとこまひとこま']],5,"['&n;', '&adv;']","['frame by frame', 'every frame']"
['一年前'],[['いちねんまえ']],5,"['&n;', '&adv;']",['one year ago']
['何ぼ'],[['なんぼ']],5,['&adv;'],"['how much', 'how many', 'how', 'to what extent']"
['先立ち'],[['さきだち']],5,"['&n;', '&adv;']",['before']
['何時ものごとく'],[['いつものごとく']],5,['&adv;'],['as usual']
['本月'],[['ほんげつ']],5,"['&n;', '&adv;']",['this month']
['一日二日'],[['いちにちふつか']],5,"['&n;', '&adv;']",['a day or two']
['三日にあげず'],[['みっかにあげず']],5,"['&exp;', '&adv;']","['at very frequent intervals', 'almost every other day', 'constantly']"
['何気に'],[['なにげに']],5,['&adv;'],"['inadvertently', 'for no special reason']"
['さり気に'],[['さりげに']],5,['&adv;'],"['nonchalantly', 'unconcernedly', 'casually']"
['何にでも'],"[['なんにでも'], ['なににでも']]",5,['&adv;'],"['everything', 'for (to) everything', '(in) anything']"
['今後とも'],[['こんごとも']],5,"['&n;', '&adv;']",['from now on']
['と言うことは'],[['ということは']],5,"['&exp;', '&adv;']","['that is to say', 'so that means']"
['今こそ'],[['いまこそ']],5,['&adv;'],['now is the time']
['何よりも'],"[['なによりも'], ['なんよりも']]",5,['&adv;'],"['more than anything', 'above all else']"
['今茲'],[['こんじ']],5,"['&n;', '&adv;']","['this year', 'the current year']"
['しばらくの間'],[['しばらくのあいだ']],5,"['&exp;', '&adv;']","['for a short while', 'for a while', 'for some time', 'for the time being']"
['何日も'],[['なんにちも']],5,['&adv;'],"['for many days', 'for several days']"
['橇行'],[['きょうこう']],5,"['&n;', '&adv;']",['traveling by sleigh']
['此の中'],[['このじゅう']],5,"['&n;', '&adv;']","['recently', 'not long ago', 'for a while recently', 'all the while recently']"
['午後一'],"[['ごごいち'], ['ごごイチ']]",5,"['&n;', '&adv;']",['first thing in the afternoon']
['年がいもなく'],[['としがいもなく']],5,"['&exp;', '&adv;']","[""unbecoming to one's age""]"
['何なら'],[['なんなら']],5,['&adv;'],"['if you like', 'if you prefer', 'if it suits you', 'if necessary']"
['一人きり'],[['ひとりきり']],5,"['&n;', '&adv;']","[""all on one's own""]"
['一人っきり'],[['ひとりっきり']],5,"['&n;', '&adv;']","[""all on one's own""]"
['多分に'],[['たぶんに']],5,['&adv;'],"['in great amount', 'considerably', 'substantially', 'quite']"
['あくる年'],[['あくるとし']],5,"['&n;', '&adv;']","['next year', 'following year']"
['一見したところ'],[['いっけんしたところ']],5,"['&exp;', '&adv;']","['at a glance', 'at first sight']"
['もう一人'],[['もうひとり']],5,"['&n;', '&adv;']","['another (person)', 'the other person', 'one more (person)']"
['今しき'],[['いましき']],5,"['&n;', '&adv;']",['now']
['休みなく'],[['やすみなく']],5,['&adv;'],"['without rest', 'tirelessly', 'incessantly']"
['ウェブ上'],[['ウェブじょう']],5,['&adv;'],['over the Web']
['この後'],"[['このあと'], ['このご'], ['こののち']]",5,"['&n;', '&adv;']","['after this', 'henceforth', 'henceforward', 'from now on']"
['目に見えて'],[['めにみえて']],5,"['&exp;', '&adv;']","['visibly', 'noticeably', 'remarkably']"
['安んぞ'],[['いずくんぞ']],5,['&adv;'],"['how', 'why']"
['木の下闇'],[['このしたやみ']],5,"['&exp;', '&adv;']","['dark under the trees', 'obscurity of a forest']"
['今日では'],[['こんにちでは']],5,"['&exp;', '&adv;']","['nowadays', 'in this day and age']"
['今もなお'],[['いまもなお']],5,['&adv;'],"['still', 'even now']"
['日ならずして'],[['ひならずして']],5,"['&exp;', '&adv;']","['before long', 'in a few days']"
['日ならず'],[['ひならず']],5,['&adv;'],"['before long', 'in a few days']"
['何時かは'],[['いつかは']],5,['&adv;'],"['sooner or later', 'in due time', 'in due course']"
['道半ば'],[['みちなかば']],5,['&adv;'],"['midway', 'halfway through', 'in the course of']"
['日外'],"[['じつがい'], ['にちがい']]",5,['&adv;'],"['at one time', 'some time ago', 'once']"
['いやが上に'],[['いやがうえに']],5,"['&exp;', '&adv;']","['even more', 'all the more']"
['二時'],[['ふたとき']],5,"['&n;', '&adv;']",['fairly long period of time']
['２時'],[['にじ']],5,"['&n;', '&adv;']","[""two o'clock""]"
['その下で'],[['そのしたで']],5,['&adv;'],"['thereunder', 'whereunder']"
['その下に'],[['そのしたに']],5,['&adv;'],"['whereunder', 'thereunder']"
['後に'],[['のちに']],5,['&adv;'],"['later on', 'subsequently', 'by and by', 'after a while']"
['而今而後'],[['じこんじご']],5,"['&n;', '&adv;']","['in the future', 'from now on', 'henceforth', 'hereafter']"
['見るから'],[['みるから']],5,['&adv;'],"['at a glance', 'obviously']"
['何分にも'],[['なにぶんにも']],5,"['&exp;', '&adv;']","['anyway', 'anyhow', 'at any rate', 'after all']"
['今から'],[['いまから']],5,['&adv;'],"['from now', 'from the present moment', 'from this time forward', 'henceforth']"
['何時からか'],[['いつからか']],5,"['&exp;', '&adv;']","['since some time or another', 'since who-knows-when']"
['人より'],[['ひとより']],5,"['&exp;', '&adv;']","['more than most people', 'more than other people', 'compared with other people', 'more than others']"
