Kanji,Reading,JLPT,Type,Meaning
['状況によって'],[['じょうきょうによって']],2,['&exp;'],"['depending on the situation', 'depending on circumstances']"
['寝淋しい'],[['ねさびしい']],2,['&exp;'],['missing a sleeping companion']
['心を込めて'],[['こころをこめて']],2,['&exp;'],"['wholeheartedly', ""with all one's heart""]"
['世の常'],[['よのつね']],2,"['&adj-no;', '&exp;', '&n;']","['ordinary', 'run-of-the-mill', 'usual']"
['煎じ詰めると'],[['せんじつめると']],2,['&exp;'],"['after all', 'in the end', 'in short']"
['前に述べたように'],[['まえにのべたように']],2,['&exp;'],"['as discussed previously', 'as mentioned above']"
['前略'],[['ぜんりゃく']],2,['&exp;'],['dispensing with the preliminaries ...']
['善は急げ'],[['ぜんはいそげ']],2,['&exp;'],['move with haste (when you have no doubts)']
['足が遅い'],[['あしがおそい']],2,['&exp;'],['to be slow-footed']
['頂きます'],[['いただきます']],2,['&exp;'],"['thank you (for the meal just served)', {'_': 'I receive (this meal)', '$': {'g_type': 'lit'}}]"
['大器晩成'],[['たいきばんせい']],2,['&exp;'],['great talents mature late']
['単純に言えば'],[['たんじゅんにいえば']],2,['&exp;'],"['simply put', 'putting it simply']"
['単独で'],[['たんどくで']],2,['&exp;'],"['independently', 'individually', 'separately', 'alone', 'singlehanded', 'unassisted']"
['知る限り'],[['しるかぎり']],2,['&exp;'],['as far as I know']
['通常条件下で'],[['つうじょうじょうけんかで']],2,['&exp;'],['under normal conditions']
['爪で拾って箕で零す'],[['つめでひろってみでこぼす']],2,['&exp;'],['penny wise and pound foolish']
['難がある'],[['なんがある']],2,['&exp;'],['to be a problem']
['二軒建て'],[['にけんだて']],2,['&exp;'],['duplex (house)']
['入場お断り'],"[['にゅうじょうおことわり'], ['にゅうじょうをことわり']]",2,['&exp;'],['No Admittance']
['猫に小判'],"[['ねこにこばん'], ['ネコにこばん']]",2,['&exp;'],"['casting pearls before swine', {'_': '(giving) a gold coin to a cat', '$': {'g_type': 'lit'}}]"
['猫の額のような'],[['ねこのひたいのような']],2,['&exp;'],['very small (particularly of a room or flat)']
['馬の耳に念仏'],[['うまのみみにねんぶつ']],2,['&exp;'],"['preaching to the deaf', {'_': ""reading the nenbutsu into a horse's ear"", '$': {'g_type': 'lit'}}]"
['敗色が濃い'],[['はいしょくがこい']],2,['&exp;'],"['the team appears to be headed for defeat', 'strong indications of defeat']"
['売約済み'],[['ばいやくずみ']],2,['&exp;'],['(already) sold']
['白河夜船'],"[['しらかわよふね'], ['しらかわよぶね']]",2,['&exp;'],['being fast asleep (and totally unaware of what is going on around one)']
['否か応か'],[['ひかおうか']],2,['&exp;'],['yes or no']
['否でも応でも'],[['いやでもおうでも']],2,['&exp;'],"['whether one likes it or not', 'whether willing or not', 'willy-nilly']"
['否や'],[['いなや']],2,['&exp;'],"['as soon as', 'no sooner than', 'one way or another']"
['疲れ果て'],[['つかれはて']],2,['&exp;'],['being tired out']
['符号無し'],[['ふごうなし']],2,['&exp;'],['unsigned']
['おんぶに抱っこ'],[['おんぶにだっこ']],2,['&exp;'],['completely relying on others']
['仏の顔も三度'],[['ほとけのかおもさんど']],2,['&exp;'],"['even the patience of a saint eventually runs out', {'_': ""(if you touch) the Buddha's face three times (he will get annoyed)"", '$': {'g_type': 'lit'}}]"
['別封で'],[['べっぷうで']],2,['&exp;'],['under separate cover']
['捕らぬ狸の皮算用'],"[['とらぬたぬきのかわざんよう'], ['とらぬタヌキのかわざんよう']]",2,['&exp;'],"[""counting one's chickens before they've hatched"", {'_': 'counting raccoon dog skins before they have been caught', '$': {'g_type': 'lit'}}]"
['無断で'],[['むだんで']],2,['&exp;'],"['without permission', 'without notice']"
['有難うございます'],[['ありがとうございます']],2,['&exp;'],['thank you']
['余計なお世話'],[['よけいなおせわ']],2,['&exp;'],"[""it's none of your business"", ""it's not your concern""]"
['立ち入り禁止'],[['たちいりきんし']],2,['&exp;'],"['No Entry', 'No Trespassing', 'No Admittance', 'Off Limits', 'Keep Out', 'Keep Off']"
['刻一刻と'],[['こくいっこくと']],2,['&exp;'],"['moment by moment', 'hour by hour']"
['御座います'],[['ございます']],2,['&exp;'],"['to be', 'to exist']"
['どうも有難う'],[['どうもありがとう']],2,['&exp;'],['thank you very much']
['御尤も'],[['ごもっとも']],2,['&exp;'],['you are quite right']
['貧すれば鈍する'],[['ひんすればどんする']],2,['&exp;'],['poverty dulls the wit']
['腹の虫がおさまらない'],[['はらのむしがおさまらない']],2,['&exp;'],"[""cannot contain one's anger"", ""can't contain myself"", 'staying angry']"
['飛抜けて'],[['とびぬけて']],2,['&exp;'],"['by far', 'far and away', 'by all odds']"
['許りでなく'],[['ばかりでなく']],2,['&exp;'],"['not only ... but (also)', 'as well as ...']"
['頂けない'],[['いただけない']],2,['&exp;'],"['unacceptable', 'unsatisfactory']"
['曰く言い難し'],[['いわくいいがたし']],2,['&exp;'],"['It is hard to explain', 'It is hard to say']"
['兄たり難く弟たり難し'],[['けいたりがたくていたりがたし']],2,['&exp;'],['both people are superb in skill (and thus it is hard to rank them)']
['大山鳴動して鼠一匹'],[['たいざんめいどうしてねずみいっぴき']],2,['&exp;'],"['much ado about nothing', 'The mountains have brought forth a mouse (Aesop)']"
['腹減った'],[['はらへった']],2,['&exp;'],"[""I'm hungry""]"
['子供だまし'],[['こどもだまし']],2,"['&n;', '&exp;']","['trick that may deceive a child', 'transparent ploy', ""mere child's play"", 'kid stuff', 'puerile trick']"
['腰が重い'],[['こしがおもい']],2,['&exp;'],"['slow to act', 'slow in starting work']"
['腰が強い'],[['こしがつよい']],2,['&exp;'],"['firm', 'flexible and hard to break', 'persevering']"
['難中の難'],[['なんちゅうのなん']],2,['&exp;'],['the hardest thing of all']
['治乱'],[['ちらん']],2,['&exp;'],"['(whether at) peace or at war', 'in peacetime and at war', 'order and chaos']"
['際して'],[['さいして']],2,['&exp;'],['when']
['候処'],[['そうろうところ']],2,['&exp;'],"['just', 'but']"
['後生一生の頼み'],[['ごしょういっしょうのたのみ']],2,['&exp;'],['extremely important or once in a lifetime request']
['抜き足で'],[['ぬきあしで']],2,['&exp;'],['stealthily']
['版権所有'],[['はんけんしょゆう']],2,['&exp;'],"['all rights reserved', 'copyright reserved']"
['独り遊び'],[['ひとりあそび']],2,['&exp;'],['playing alone']
['駐車禁止'],[['ちゅうしゃきんし']],2,['&exp;'],"['No Parking', 'Parking Prohibited']"
['門違い'],[['かどちがい']],2,['&exp;'],"['barking up the wrong tree', 'calling at the wrong house']"
['お門違い'],[['おかどちがい']],2,['&exp;'],"['barking up the wrong tree', 'calling at the wrong house']"
['諸車通行止'],[['しょしゃつうこうどめ']],2,['&exp;'],"['Closed to Traffic', 'No Thoroughfare']"
['物恐ろしい'],[['ものおそろしい']],2,['&exp;'],['(impalpable sense of) fright or horror']
['河童の川流れ'],[['かっぱのかわながれ']],2,['&exp;'],"['anyone can make a mistake', 'even Homer sometimes nods']"
['聞き捨てならない'],"[['ききずてならない'], ['ききすてならない']]",2,['&exp;'],"['inexcusable', 'unpardonable', ""can't be allowed to pass (without comment)""]"
['誰彼なしに'],[['だれかれなしに']],2,['&exp;'],"['to whomever', 'to anybody at all']"
['猫の目'],[['ねこのめ']],2,['&exp;'],"['(something) fickle', '(something) very changeable']"
['一再ならず'],[['いっさいならず']],2,['&exp;'],"['over and over', 'repeatedly']"
['一糸乱れず'],[['いっしみだれず']],2,['&exp;'],['in perfect order']
['然に非ず'],[['さにあらず']],2,['&exp;'],['not so']
['隅に置けない'],[['すみにおけない']],2,['&exp;'],"['witty and knowing', 'not to be underestimated', 'smooth operator']"
['故あって'],[['ゆえあって']],2,['&exp;'],"['for a certain reason', 'owing to unavoidable circumstances']"
['挨拶は抜きで'],[['あいさつはぬきで']],2,['&exp;'],['without compliments (greetings)']
['秋更けて'],[['あきふけて']],2,['&exp;'],"['late in autumn', 'late in fall']"
['汗だく'],[['あせだく']],2,['&exp;'],"['dripping with sweat', 'bathed in perspiration']"
['誤って'],[['あやまって']],2,['&exp;'],"['in error', 'by mistake', 'by accident', 'accidentally']"
['一軍を率いて'],[['いちぐんをひきいて']],2,['&exp;'],['at the head of an army']
['員に備わるのみ'],[['いんにそなわるのみ']],2,['&exp;'],['being a member of staff but useless as a worker']
['運賃込みで'],[['うんちんこみで']],2,['&exp;'],['freight included (prepaid)']
['恐るるなかれ'],[['おそるるなかれ']],2,['&exp;'],['Be not afraid']
['恐れ多くも'],[['おそれおおくも']],2,['&exp;'],['graciously']
['折に触れて'],[['おりにふれて']],2,['&exp;'],"['at every opportunity', 'whenever possible', 'whenever the occasion arises', 'from time to time', 'occasionally']"
['金に汚い'],[['かねにきたない']],2,['&exp;'],"['mean (greedy) about money', 'stingy']"
['金の使途'],[['かねのしと']],2,['&exp;'],['how money is used']
['構わない'],[['かまわない']],2,['&exp;'],"['no problem', ""it doesn't matter""]"
['髪が薄い'],[['かみがうすい']],2,['&exp;'],['having thin hair']
['間髪を入れず'],"[['かんはつをいれず'], ['かんぱつをいれず']]",2,['&exp;'],"['immediately', 'instantly', 'with nary a pause', ""without a moment's delay""]"
['国破れて'],[['くにやぶれて']],2,['&exp;'],"[""with one's country in ruins""]"
['群をなして'],[['ぐんをなして']],2,['&exp;'],"['in crowds', 'in a group', 'in swarms']"
['経験を問わず'],[['けいけんをとわず']],2,['&exp;'],['no experience necessary']
['原価を割って'],[['げんかをわって']],2,['&exp;'],['below cost']
['声を詰まらせて'],[['こえをつまらせて']],2,['&exp;'],['in a choked voice']
['呼応して'],[['こおうして']],2,['&exp;'],"['in response', 'in concert']"
['心の奥底'],[['こころのおくそこ']],2,['&exp;'],"[""innermost depths of one's heart""]"
['個と全'],[['ことぜん']],2,['&exp;'],['individual and the whole']
['断らず'],[['ことわらず']],2,['&exp;'],['without permission']
['断るまでもなく'],[['ことわるまでもなく']],2,['&exp;'],['needless to say']
['今度限り'],[['こんどかぎり']],2,['&exp;'],['for this once only']
['下に厚く'],[['したにあつく']],2,['&exp;'],['more generously for the lower-paid']
['資本無し'],[['しほんなし']],2,['&exp;'],['without capital']
['将中に将たる'],[['しょうちゅうにしょうたる']],2,['&exp;'],['to be a leader among leaders']
['神経が細い'],[['しんけいがほそい']],2,['&exp;'],['oversensitive']
['時間の許す限り'],[['じかんのゆるすかぎり']],2,['&exp;'],"['as long as time allows', 'whenever one has the time', 'as time permits']"
['情が強い'],[['じょうがこわい']],2,['&exp;'],"['stubborn', 'hardheaded']"
['善と悪'],[['ぜんとあく']],2,['&exp;'],['good and evil']
['仲人を介して'],[['なこうどをかいして']],2,['&exp;'],['through a matchmaker']
['並外れて'],[['なみはずれて']],2,['&exp;'],"['uncommonly', 'extraordinary']"
['並べて見ると'],[['ならべてみると']],2,['&exp;'],['in comparison']
['針を含んだ言葉'],[['はりをふくんだことば']],2,['&exp;'],"['stinging words', 'biting remarks']"
['場合に応じて'],[['ばあいにおうじて']],2,['&exp;'],['in accordance with the situation']
['降っても照っても'],[['ふってもてっても']],2,['&exp;'],['rain or shine']
['分が薄い'],[['ぶがうすい']],2,['&exp;'],['thin']
['法と時制'],[['ほうとじせい']],2,['&exp;'],['mood and tense']
['忙を厭わず'],[['ぼうをいとわず']],2,['&exp;'],"[""despite one's busyness""]"
['まかり間違えば'],[['まかりまちがえば']],2,['&exp;'],"['if things go wrong', 'if the worst happens']"
['身に余る光栄'],[['みにあまるこうえい']],2,['&exp;'],"['undeserved honor (honour)', 'too great an honour']"
['胸が苦しい'],[['むねがくるしい']],2,['&exp;'],"[""have a pain in one's chest""]"
['目の届く限り'],[['めのとどくかぎり']],2,['&exp;'],"['as far as the eye can reach', 'as far as the eye can see']"
['寄ると触ると'],[['よるとさわると']],2,['&exp;'],['whenever they come together']
['略して'],[['りゃくして']],2,['&exp;'],['for short']
['刻みに'],[['きざみに']],2,['&exp;'],"['in steps of', 'in units of', 'calculated by']"
['赤信号皆で渡れば怖くない'],[['あかしんごうみんなでわたればこわくない']],2,['&exp;'],"[""if everyone crosses against the red light together, there's nothing to be afraid of"", ""there's no reason to feel guilty about doing something bad if everyone does it""]"
['変換済み'],[['へんかんずみ']],2,['&exp;'],['(something) converted']
['心が込められた'],[['こころがこめられた']],2,['&exp;'],['wholehearted']
['見境なしに'],[['みさかいなしに']],2,['&exp;'],"['indiscriminately', 'giving no heed to']"
['地球温暖化防止'],[['ちきゅうおんだんかぼうし']],2,['&exp;'],['prevention of global warming']
['おしどり夫婦'],[['おしどりふうふ']],2,['&exp;'],"['loving couple', 'couple of lovebirds', 'happily married couple (who are always together)']"
['常用外'],[['じょうようがい']],2,['&exp;'],['(kanji) not in the jōyō set']
['右肩上がり'],[['みぎかたあがり']],2,['&exp;'],"['growing (graph rising to the right)', 'expanding', 'soaring']"
['右肩下がり'],[['みぎかたさがり']],2,['&exp;'],"['decreasing (graph falling to the right)', 'shrinking', 'declining']"
['片や'],[['かたや']],2,['&exp;'],"['on one hand', 'on the other hand']"
['若くして'],[['わかくして']],2,['&exp;'],"['at a young age', 'while still young']"
['に渡って'],[['にわたって']],2,['&exp;'],"['throughout', 'over a period of ...', 'over a span of ...']"
['経たぬうちに'],[['たたぬうちに']],2,['&exp;'],"['before ... days (months, etc.)']"
['議論の余地'],[['ぎろんのよち']],2,['&exp;'],['room for argument']
['何処も彼処も'],[['どこもかしこも']],2,['&exp;'],"['all over', 'all over the place', 'everywhere']"
['や否や'],[['やいなや']],2,['&exp;'],"['the minute (that) ...', 'no sooner than ...', 'as soon as']"
['可からざる'],[['べからざる']],2,['&exp;'],"['cannot', 'must not']"
['待てど暮らせど'],[['まてどくらせど']],2,['&exp;'],"['despite having waited a long time', 'in spite of having waited a long time']"
['満員御礼'],[['まんいんおんれい']],2,['&exp;'],"['All Seats Sold, Thank You']"
['明けても暮れても'],[['あけてもくれても']],2,['&exp;'],"['day in and day out', 'all the time']"
['否でも'],[['いやでも']],2,['&exp;'],"['whether one likes it or not', 'willy-nilly']"
['結構大変'],[['けっこうたいへん']],2,['&exp;'],"['quite a chore', 'not that easy', 'fairly difficult']"
['雨天延期'],[['うてんえんき']],2,['&exp;'],['postponed because of rain']
['超がつく'],[['ちょうがつく']],2,['&exp;'],"['extremely', 'exceptionally', 'extraordinarily', 'terribly', 'super']"
['目に入れても痛くない'],[['めにいれてもいたくない']],2,['&exp;'],"['thinking so highly of someone that you are blind to their faults', ""thinking the sun shines out of someone's eyes"", ""being the apple of one's eye"", 'loving someone dearly']"
['最終更新'],[['さいしゅうこうしん']],2,['&exp;'],"['last update', 'last updated']"
['古今独歩'],[['ここんどっぽ']],2,['&exp;'],['unsurpassed in history']
['古今無双'],"[['ここんむそう'], ['ここんぶそう']]",2,['&exp;'],['unparalleled in history']
['点滴穿石'],[['てんてきせんせき']],2,['&exp;'],"['constant dripping wears away the stone', 'little strokes fell great oaks', 'limited strength, when persistently applied, can accomplish great feats']"
['美人薄命'],[['びじんはくめい']],2,['&exp;'],"['beauty and fortune seldom go together', 'the beautiful die young']"
['武運長久'],[['ぶうんちょうきゅう']],2,['&exp;'],['continued luck in the fortunes of war']
['薬九層倍'],[['くすりくそうばい']],2,['&exp;'],"['there is a huge markup in medicines, making it a profitable field', 'medicines sell for ten times the cost of their ingredients', {'_': 'medicine ten times', '$': {'g_type': 'lit'}}]"
['呼び方'],[['よびかた']],2,['&exp;'],['way of calling']
['居ながらにして'],[['いながらにして']],2,['&exp;'],"[""from one's seat"", 'without stirring']"
['減るもんじゃない'],[['へるもんじゃない']],2,['&exp;'],"[""it's no big deal"", ""it's nothing to fret about"", ""it's not like it's the end of the world""]"
['相済みません'],[['あいすみません']],2,['&exp;'],['forgive me']
['識者評論'],[['しきしゃひょうろん']],2,['&exp;'],['a word from the wise']
['悪木盗泉'],[['あくぼくとうせん']],2,['&exp;'],['A virtuous person does (should) not commit an act that offends his moral principles no matter how hard pressed he may be']
['火宅無常'],[['かたくむじょう']],2,['&exp;'],['This world is uncertain (cruel) like a burning house']
['恐惶敬白'],[['きょうこうけいはく']],2,['&exp;'],['Very truly yours (a complimentary close used in a letter written in an old epistolary style)']
['敬天愛人'],[['けいてんあいじん']],2,['&exp;'],"['revere heaven, love people']"
['後生可畏'],[['こうせいかい']],2,['&exp;'],['the young should be regarded with respect']
['時節到来'],[['じせつとうらい']],2,['&exp;'],"['The time has come (for, to, when...)', 'The time being ripe (for)']"
['善悪不二'],[['ぜんあくふに']],2,['&exp;'],['Good and evil are but two faces of the same coin']
['帯出禁止'],[['たいしゅつきんし']],2,['&exp;'],"['Not to be taken out', 'Reference Only']"
['店主敬白'],[['てんしゅけいはく']],2,['&exp;'],"['Store owner, at your service', 'Yours truly, the Store Owner']"
['天地長久'],[['てんちちょうきゅう']],2,['&exp;'],['Heaven and earth are eternal']
['長居無用'],[['ながいむよう']],2,['&exp;'],"[""There's no point in staying (here) any longer"", ""There's no point in prolonging a (the) visit"", ""There's no point in extending one's stay""]"
['百年河清'],[['ひゃくねんかせい']],2,['&exp;'],"['waiting for one hundred years for the waters of the Yellow River to clear', 'waiting in vain for an unlikely event', 'waiting for pigs to fly', 'when the sky falls, we shall catch larks']"
['不易流行'],[['ふえきりゅうこう']],2,['&exp;'],"['the principle of fluidity and immutability in haiku', 'haiku is both fluid and transitory, and eternal and immutable', 'an interchange between the transient and the immutable is central to the soul of haiku']"
['有志一同'],[['ゆうしいちどう']],2,['&exp;'],"['all those interested (in the matter)', 'all those willing', '(from) all of us', '(from) everyone concerned']"
['此処彼処'],[['ここかしこ']],2,['&exp;'],"['here and there', 'around and about']"
['確認の上'],[['かくにんのうえ']],2,['&exp;'],"['after checking', 'after verification']"
['彼方任せ'],[['あなたまかせ']],2,['&exp;'],"[""leaving everything to Buddha's providence"", 'depending on others', 'leaving things to others']"
['見た限りでは'],[['みたかぎりでは']],2,['&exp;'],"[""from what (I've) seen"", 'given that ...']"
['一粒万倍'],[['いちりゅうまんばい']],2,['&exp;'],"['a single seed can eventually produce a great harvest', 'even the smallest beginning can generate a greatest profit', 'watch the pennies, and the pounds will look after themselves']"
['夢か現か'],[['ゆめかうつつか']],2,['&exp;'],['feeling as if in a dream']
['くたばり損ない'],[['くたばりぞこない']],2,['&exp;'],"['worthless (of a person)', ""somebody who wouldn't be missed if they died""]"
['度を越した'],[['どをこした']],2,['&exp;'],"['extravagant', 'extreme', 'hyper']"
['想像に難くない'],[['そうぞうにかたくない']],2,['&exp;'],['easy to imagine']
['馬子にも衣装'],[['まごにもいしょう']],2,['&exp;'],"['anybody can look good with the right clothes', 'clothes make the man', 'fine feathers make fine birds', {'_': 'clothes on a packhorse driver', '$': {'g_type': 'lit'}}]"
['とは限らない'],[['とはかぎらない']],2,['&exp;'],"['not necessarily so', 'is not always true']"
['理性のタガ'],"[['りせいのたが'], ['りせいのタガ']]",2,['&exp;'],"['the bounds of reason', 'the limits of (common) sense']"
['に基づき'],[['にもとづき']],2,['&exp;'],['based on']
['に因り'],[['により']],2,['&exp;'],"['according to', 'by (means of)', 'due to', 'because of']"
['類は友を呼ぶ'],[['るいはともをよぶ']],2,['&exp;'],['birds of a feather flock together']
['背に腹はかえられない'],[['せにはらはかえられない']],2,['&exp;'],"[""you can't make an omelet without breaking eggs"", ""you can't solve a problem without making some sacrifice""]"
['精神一到何事か成らざらん'],[['せいしんいっとうなにごとかならざらん']],2,['&exp;'],"['where there is a will, there is a way']"
['早寝早起き'],[['はやねはやおき']],2,['&exp;'],['early to bed early to rise']
['探しに'],[['さがしに']],2,['&exp;'],"['in search of', 'in order to look for']"
['割れ鍋に綴じ蓋'],[['われなべにとじぶた']],2,['&exp;'],"['there is a suitable spouse for everyone', 'every Jack has his Jill', {'_': 'a mended lid for a cracked pot', '$': {'g_type': 'lit'}}]"
['いつまで経っても'],[['いつまでたっても']],2,['&exp;'],['no matter how much time passes']
['地球に優しい'],[['ちきゅうにやさしい']],2,['&exp;'],"['earth-friendly', 'ecological', 'sustainable']"
['一般向け'],[['いっぱんむけ']],2,['&exp;'],['for the general public']
['の余り'],[['のあまり']],2,['&exp;'],"['so much (something) as to (e.g. so moved as to cry)', 'overwhelmed', 'carried away', 'because of too much']"
['鳴く猫は鼠を捕らぬ'],[['なくねこはねずみをとらぬ']],2,['&exp;'],"['empty vessels make the most sound', {'_': 'the meowing cat does not catch the mouse', '$': {'g_type': 'lit'}}]"
['真昼の夢'],[['まひるのゆめ']],2,['&exp;'],['daydream']
['裏面に続く'],[['りめんにつづく']],2,['&exp;'],"['continued overleaf', 'please turn over', 'PTO']"
['生き馬の目を抜く'],[['いきうまのめをぬく']],2,['&exp;'],"['to be shrewd', 'to be sharp', 'to keep your wits about you', {'_': 'to pluck out the eye of a live horse', '$': {'g_type': 'lit'}}]"
['知っている限り'],[['しっているかぎり']],2,['&exp;'],['as far as I know']
['何座'],[['なんざ']],2,['&exp;'],"['what star sign', 'what constellation']"
['奢る平家久しからず'],[['おごるへいけひさしからず']],2,['&exp;'],"['pride goes before a fall', 'pride comes before a fall', {'_': 'the proud Heike family does not last long', '$': {'g_type': 'lit'}}]"
['猫も杓子も'],[['ねこもしゃくしも']],2,['&exp;'],"['every Tom, Dick and Harry', 'any one or thing', {'_': 'even a cat and a ladle', '$': {'g_type': 'lit'}}]"
['通行禁止'],[['つうこうきんし']],2,['&exp;'],"['No Entry!', 'no thoroughfare', 'passage prohibited', 'entry is prohibited']"
['業務上'],[['ぎょうむじょう']],2,['&exp;'],"['job-related', ""in the course of one's work""]"
['に因んで'],[['にちなんで']],2,['&exp;'],"['named after', 'associated with', 'connected with']"
['過ちては則ち改むるに憚ること勿れ'],[['あやまちてはすなわちあらたむるにはばかることなかれ']],2,['&exp;'],['do not delay in making amends for your wrongs']
['一暴十寒'],[['いちばくじっかん']],2,['&exp;'],['bursts of exertion will fail to bear fruit if interrupted by long periods of idleness']
['良心の呵責'],[['りょうしんのかしゃく']],2,['&exp;'],['pangs of conscience']
['面の皮が厚い'],[['つらのかわがあつい']],2,['&exp;'],"['shameless', 'bold', 'brazen']"
['一切皆空'],[['いっさいかいくう']],2,['&exp;'],"['matter is void', 'all is vanity']"
['ええ加減にしいや'],[['ええかげんにしいや']],2,['&exp;'],"['shape up!', 'act properly!']"
['痩せても枯れても'],[['やせてもかれても']],2,['&exp;'],"['even though one has fallen on hard times', ""however down on one's luck one may be""]"
['後を絶たず'],[['あとをたたず']],2,['&exp;'],"['never ceasing', 'never ending']"
['夜の目も寝ず'],[['よのめもねず']],2,['&exp;'],"['sitting up all night', 'staying up all night']"
['呼び声が高い'],[['よびごえがたかい']],2,['&exp;'],['being widely talked about as a prominent prospect (for)']
['その割には'],[['そのわりには']],2,['&exp;'],"['unexpectedly', 'unusually', 'considering all that']"
['お久'],[['おひさ']],2,['&exp;'],"[""it's been a long time"", 'long time no see']"
['浮いた噂'],"[['ういたうわさ'], ['ういたウワサ']]",2,['&exp;'],"['amorous rumour (rumor)', 'romantic gossip']"
['薄紙を剥ぐように'],[['うすがみをはぐように']],2,['&exp;'],"['little by little (recovering after an illness)', 'slowly but surely']"
['裏には裏がある'],[['うらにはうらがある']],2,['&exp;'],"['there are wheels within wheels', ""there's more than meets the eye""]"
